filters,lstm_units,dropout,lr,kernel_size,val_rmse
32,32,0.1,0.001,3,0.095309
32,32,0.1,0.0005,3,0.097682
32,32,0.2,0.001,3,0.10096
32,32,0.2,0.0005,3,0.097846
32,64,0.1,0.001,3,0.087486
32,64,0.1,0.0005,3,0.096065
32,64,0.2,0.001,3,0.087149
32,64,0.2,0.0005,3,0.09726
