filters,lstm_units,dropout,lr,kernel_size,val_rmse
32,32,0.1,0.001,3,0.081443
32,32,0.1,0.0005,3,0.093066
32,32,0.2,0.001,3,0.095338
32,32,0.2,0.0005,3,0.091904
32,64,0.1,0.001,3,0.076707
32,64,0.1,0.0005,3,0.080559
32,64,0.2,0.001,3,0.076606
32,64,0.2,0.0005,3,0.092193
