n_estimators,learning_rate,minibatch_frac,col_sample,base_max_depth,val_rmse
500,0.01,0.5,0.5,3,0.071444
200,0.1,0.5,0.75,4,0.074207
100,0.1,0.5,1.0,5,0.077629
200,0.1,0.5,1.0,3,0.07615
200,0.1,0.5,0.5,3,0.076144
100,0.1,1.0,1.0,5,0.073747
500,0.01,0.75,0.75,5,0.073092
200,0.01,1.0,0.75,2,0.073123
500,0.01,0.5,0.75,5,0.071778
100,0.05,0.5,0.5,2,0.071407
300,0.1,0.75,1.0,5,0.074327
500,0.01,1.0,0.75,2,0.071449
100,0.1,0.75,0.5,5,0.076319
300,0.05,0.75,1.0,3,0.072501
500,0.1,1.0,0.75,4,0.076263
500,0.01,1.0,0.5,4,0.07252
300,0.01,0.75,1.0,2,0.071782
500,0.01,1.0,0.75,5,0.072315
200,0.01,1.0,0.75,4,0.071682
500,0.1,1.0,1.0,5,0.075676
300,0.05,1.0,1.0,3,0.074164
500,0.1,0.5,0.75,2,0.07607
200,0.05,0.75,1.0,4,0.072334
100,0.01,1.0,0.75,2,0.08428
200,0.01,0.5,1.0,3,0.071741
500,0.1,0.75,0.75,5,0.076936
200,0.05,0.75,0.75,3,0.072633
200,0.1,1.0,0.5,3,0.072184
200,0.01,1.0,0.75,3,0.072004
100,0.01,1.0,1.0,3,0.079611
200,0.01,0.5,0.5,2,0.072932
300,0.1,0.5,0.5,4,0.077647
500,0.01,0.5,0.5,4,0.071744
300,0.1,1.0,1.0,4,0.076249
300,0.05,0.5,0.5,5,0.076211
200,0.1,0.75,1.0,4,0.078171
300,0.01,0.75,0.75,4,0.072072
100,0.1,0.5,0.5,3,0.074918
500,0.1,1.0,0.5,2,0.07391
500,0.1,1.0,0.75,2,0.073888
200,0.01,0.75,0.75,4,0.071965
500,0.1,0.5,1.0,5,0.078847
300,0.05,0.75,1.0,5,0.072984
200,0.01,1.0,0.5,4,0.071879
300,0.1,0.5,1.0,5,0.078046
300,0.01,0.5,0.5,5,0.071359
300,0.1,0.5,1.0,4,0.07608
200,0.1,1.0,0.5,2,0.073176
500,0.05,0.5,0.75,5,0.076728
500,0.01,0.75,1.0,2,0.071279
100,0.05,1.0,1.0,4,0.072694
300,0.05,0.5,1.0,2,0.072202
300,0.05,0.5,0.5,2,0.071314
100,0.05,0.5,1.0,4,0.073938
100,0.01,1.0,0.5,2,0.084336
100,0.05,0.75,1.0,2,0.071855
100,0.1,0.5,0.75,4,0.073231
500,0.05,1.0,1.0,4,0.073194
500,0.05,1.0,1.0,2,0.073356
100,0.01,1.0,1.0,2,0.084197
200,0.1,0.75,0.75,3,0.073803
200,0.1,0.75,0.5,5,0.077125
300,0.01,0.75,1.0,5,0.072411
300,0.05,0.75,0.75,4,0.073165
200,0.01,0.75,1.0,2,0.072943
300,0.05,1.0,0.75,5,0.071239
100,0.01,0.5,0.75,3,0.077179
100,0.05,0.75,1.0,4,0.071683
500,0.05,0.75,0.5,5,0.074637
500,0.01,0.75,1.0,3,0.071426
500,0.05,1.0,0.75,5,0.07227
500,0.1,1.0,1.0,4,0.077838
500,0.05,0.5,1.0,4,0.076291
300,0.01,0.5,0.75,4,0.071467
100,0.1,0.5,1.0,2,0.072606
500,0.01,1.0,0.75,3,0.07262
100,0.01,0.5,0.5,3,0.077239
500,0.05,0.75,1.0,2,0.07396
300,0.05,0.5,0.75,2,0.072598
100,0.1,0.75,0.75,5,0.075115
300,0.05,0.5,0.75,5,0.075134
100,0.05,0.75,0.75,4,0.072346
200,0.05,0.5,1.0,2,0.072093
300,0.05,0.75,1.0,2,0.072712
500,0.1,0.5,1.0,4,0.077227
300,0.1,0.5,1.0,2,0.073165
200,0.1,0.5,1.0,5,0.077828
100,0.1,0.5,1.0,4,0.074492
100,0.01,0.5,0.5,2,0.083293
200,0.05,0.75,1.0,3,0.071477
300,0.01,1.0,1.0,4,0.073044
100,0.01,0.5,1.0,3,0.077733
300,0.05,1.0,0.75,3,0.073059
300,0.1,0.75,0.75,2,0.07506
200,0.05,0.75,0.5,3,0.071966
200,0.01,0.75,0.5,4,0.071932
100,0.01,1.0,0.75,3,0.07795
200,0.01,0.75,0.5,5,0.072033
300,0.01,0.5,1.0,2,0.071211
200,0.05,0.5,0.5,3,0.071835
300,0.01,1.0,0.5,4,0.072211
100,0.01,0.75,1.0,2,0.083206
100,0.01,0.75,1.0,3,0.078341
200,0.1,0.5,0.75,5,0.077672
200,0.01,0.75,0.75,2,0.073246
200,0.1,1.0,0.75,2,0.072471
100,0.01,0.75,0.75,3,0.077626
500,0.01,0.5,1.0,5,0.072234
500,0.01,0.75,0.75,4,0.072465
200,0.1,0.75,0.75,2,0.07363
300,0.1,0.5,0.75,3,0.077639
300,0.1,0.75,0.5,2,0.074088
200,0.05,1.0,0.5,2,0.073101
200,0.01,0.75,0.5,3,0.071666
500,0.1,1.0,0.75,5,0.07598
100,0.05,0.5,0.75,4,0.072957
100,0.05,1.0,0.75,5,0.07071
300,0.1,1.0,0.5,4,0.075381
300,0.01,0.5,0.75,5,0.07151
200,0.05,0.5,1.0,5,0.074283
300,0.1,1.0,0.75,5,0.075612
300,0.05,0.75,0.75,5,0.073616
500,0.01,0.5,1.0,4,0.072225
500,0.1,1.0,0.5,5,0.074847
500,0.01,1.0,0.5,5,0.072539
500,0.05,0.75,1.0,3,0.074033
500,0.01,1.0,1.0,2,0.071544
200,0.1,0.5,0.5,4,0.076965
500,0.05,1.0,0.75,3,0.074044
100,0.1,1.0,0.75,4,0.074028
200,0.05,1.0,0.5,5,0.072167
500,0.01,0.5,0.75,4,0.071539
100,0.1,0.75,1.0,5,0.073112
300,0.1,0.75,0.5,5,0.077555
200,0.01,1.0,0.5,2,0.07319
200,0.01,0.5,0.75,5,0.071235
100,0.01,1.0,0.75,4,0.075711
500,0.05,0.75,0.5,4,0.075171
500,0.1,0.5,0.5,4,0.079537
500,0.01,0.5,1.0,3,0.071693
100,0.1,0.75,0.5,4,0.074664
300,0.05,1.0,1.0,4,0.072527
300,0.05,1.0,0.75,2,0.073505
200,0.01,1.0,1.0,3,0.072453
500,0.1,0.5,1.0,2,0.074147
200,0.1,1.0,0.75,4,0.075047
300,0.1,0.5,1.0,3,0.077113
300,0.05,1.0,0.5,2,0.073349
100,0.01,0.75,0.75,4,0.075595
500,0.01,1.0,0.5,2,0.071425
300,0.1,1.0,1.0,2,0.072799
500,0.1,0.75,0.75,4,0.077957
300,0.01,1.0,0.75,5,0.072104
300,0.01,1.0,0.75,4,0.07227
100,0.01,0.5,1.0,2,0.083249
100,0.1,0.75,0.5,2,0.073086
300,0.1,0.75,0.75,3,0.074209
200,0.01,0.75,1.0,5,0.072155
100,0.05,1.0,0.5,2,0.072275
300,0.1,1.0,0.5,3,0.073047
500,0.1,0.5,0.75,4,0.077332
300,0.01,1.0,1.0,2,0.071861
300,0.01,0.75,0.5,5,0.072016
300,0.01,0.75,0.5,4,0.072008
300,0.1,1.0,1.0,5,0.075475
300,0.05,0.75,0.75,3,0.07323
200,0.05,0.5,0.5,4,0.074386
200,0.05,0.5,0.5,5,0.075935
500,0.05,0.5,1.0,3,0.0735
100,0.05,1.0,0.5,4,0.072011
200,0.1,0.5,0.75,2,0.072854
100,0.1,1.0,1.0,2,0.072447
100,0.05,0.75,0.5,2,0.071392
300,0.1,0.75,0.75,4,0.077121
200,0.05,1.0,1.0,5,0.073184
300,0.01,1.0,0.5,2,0.071767
500,0.05,1.0,1.0,5,0.073911
100,0.1,0.75,0.75,4,0.074536
300,0.05,1.0,0.5,3,0.072645
100,0.1,1.0,1.0,3,0.074292
500,0.05,1.0,1.0,3,0.075287
500,0.1,0.75,0.5,2,0.074558
200,0.05,0.75,1.0,5,0.072546
300,0.05,0.5,1.0,5,0.074667
100,0.01,1.0,0.5,3,0.077618
200,0.1,0.75,1.0,3,0.073805
100,0.1,1.0,0.75,5,0.07445
200,0.1,1.0,1.0,2,0.072604
100,0.01,1.0,0.5,5,0.075568
200,0.1,1.0,1.0,5,0.074766
500,0.05,0.75,1.0,5,0.073135
200,0.1,0.5,0.5,2,0.072144
500,0.01,0.5,0.5,2,0.071057
500,0.1,1.0,0.75,3,0.075657
500,0.05,0.5,0.5,5,0.077082
500,0.05,0.5,1.0,5,0.074773
500,0.1,0.75,0.5,3,0.076448
500,0.1,0.5,0.5,5,0.07678
200,0.01,0.5,1.0,4,0.071774
200,0.05,0.75,0.75,5,0.073039
100,0.01,0.75,0.75,5,0.075396
200,0.01,0.5,0.75,3,0.071749
300,0.01,0.75,1.0,4,0.071726
200,0.05,1.0,1.0,3,0.073606
500,0.1,1.0,1.0,3,0.0791
500,0.01,1.0,0.5,3,0.072062
500,0.1,0.5,0.5,2,0.075005
500,0.05,0.5,0.5,4,0.075122
300,0.01,1.0,0.75,3,0.072069
300,0.01,0.75,1.0,3,0.071436
200,0.1,0.75,1.0,5,0.073772
300,0.05,0.75,0.5,4,0.074005
300,0.1,1.0,0.75,4,0.075488
200,0.1,0.5,1.0,4,0.075035
500,0.05,0.5,1.0,2,0.07301
200,0.05,1.0,0.5,4,0.071774
200,0.01,1.0,1.0,5,0.071769
100,0.1,1.0,0.5,3,0.071936
300,0.05,0.75,0.5,2,0.072174
100,0.1,1.0,0.5,5,0.073615
500,0.01,0.75,0.5,2,0.071414
