n_estimators,num_leaves,learning_rate,subsample,colsample_bytree,min_child_samples,val_rmse
300,127,0.05,0.6,1.0,10,0.08195
500,31,0.2,0.6,1.0,10,0.082598
300,127,0.1,0.6,1.0,10,0.081752
100,127,0.05,0.6,0.8,20,0.078161
200,63,0.1,1.0,0.8,10,0.080084
200,63,0.05,0.6,0.6,20,0.078669
100,63,0.01,1.0,0.8,30,0.110738
300,31,0.05,0.8,1.0,30,0.080806
100,31,0.05,0.8,1.0,20,0.078632
500,127,0.01,0.8,1.0,20,0.078204
500,63,0.1,0.6,0.6,10,0.079422
200,63,0.05,0.8,0.8,10,0.078072
500,127,0.01,0.8,1.0,30,0.079983
100,31,0.01,0.8,0.8,30,0.111478
100,63,0.05,0.8,0.6,20,0.078054
500,127,0.2,1.0,0.8,30,0.081804
100,63,0.01,0.8,0.8,10,0.109795
200,63,0.05,0.8,0.6,10,0.077828
100,63,0.05,0.6,0.8,10,0.077404
100,31,0.1,0.8,0.6,20,0.078862
300,31,0.05,0.6,0.6,20,0.07973
500,31,0.1,1.0,1.0,30,0.08263
200,63,0.1,0.6,0.6,20,0.079185
200,127,0.05,0.6,0.8,10,0.079778
500,31,0.01,1.0,0.8,20,0.077562
200,63,0.01,0.6,1.0,10,0.082576
100,127,0.1,0.6,0.6,10,0.079468
500,63,0.2,0.6,1.0,30,0.08326
500,63,0.2,1.0,0.6,20,0.083305
300,127,0.2,1.0,0.8,30,0.081663
200,63,0.1,0.8,0.6,30,0.08012
300,63,0.1,1.0,0.8,30,0.082361
200,31,0.1,0.8,0.6,30,0.080712
100,63,0.2,0.6,0.8,20,0.082854
300,127,0.01,1.0,0.6,10,0.078516
300,31,0.1,1.0,0.8,30,0.079905
300,127,0.01,0.6,0.8,10,0.079529
300,63,0.2,0.6,0.8,20,0.082986
300,127,0.2,0.8,0.6,30,0.082295
100,63,0.01,0.6,0.6,30,0.110839
100,63,0.2,0.8,0.8,10,0.080151
100,63,0.01,0.8,1.0,20,0.10984
300,63,0.1,0.8,0.8,30,0.082361
300,31,0.05,1.0,0.6,20,0.07973
100,127,0.01,0.6,1.0,20,0.109227
200,63,0.1,1.0,0.8,30,0.082066
200,31,0.1,0.8,0.8,30,0.079735
300,127,0.1,0.6,0.6,10,0.07951
100,127,0.1,0.8,1.0,30,0.081528
200,31,0.05,1.0,1.0,10,0.079318
300,127,0.2,0.6,0.6,30,0.082295
200,63,0.1,1.0,1.0,20,0.081334
100,63,0.05,1.0,0.6,20,0.078054
300,127,0.05,0.8,1.0,20,0.081395
500,63,0.05,1.0,0.6,30,0.080266
100,63,0.2,0.8,0.6,30,0.082271
100,31,0.2,1.0,0.8,20,0.081372
500,63,0.05,0.6,0.6,10,0.078189
100,31,0.05,0.6,0.8,10,0.078126
200,63,0.05,1.0,1.0,20,0.080183
200,31,0.01,0.8,1.0,20,0.081812
300,63,0.1,1.0,0.8,20,0.080133
500,31,0.01,0.8,0.8,20,0.077562
200,63,0.01,0.6,0.8,30,0.08181
200,31,0.01,0.8,0.8,20,0.081435
300,63,0.01,1.0,0.6,30,0.077007
100,31,0.01,0.6,0.8,20,0.110675
300,63,0.05,0.8,1.0,20,0.080778
200,127,0.01,0.6,0.8,10,0.082244
300,127,0.1,0.8,0.8,20,0.080092
200,127,0.05,0.8,1.0,30,0.081445
500,63,0.1,0.6,0.8,20,0.080203
500,31,0.01,1.0,1.0,10,0.078211
100,127,0.2,1.0,0.6,30,0.082271
200,31,0.1,0.8,0.6,20,0.080214
200,127,0.1,0.8,0.8,20,0.080007
200,63,0.01,0.8,0.8,20,0.081236
100,63,0.01,0.8,0.6,30,0.110839
500,63,0.2,1.0,1.0,20,0.082606
500,63,0.05,0.6,0.8,10,0.078337
200,127,0.2,1.0,0.8,10,0.083994
100,63,0.01,0.8,0.6,10,0.109773
100,31,0.2,1.0,0.8,10,0.078838
500,127,0.01,0.6,1.0,30,0.079983
500,31,0.01,0.6,0.8,20,0.077562
500,31,0.1,0.6,0.8,10,0.080283
500,63,0.01,0.6,1.0,20,0.07962
100,127,0.2,1.0,1.0,20,0.08316
100,63,0.01,0.6,1.0,30,0.110426
500,31,0.1,0.8,0.8,30,0.080145
100,63,0.1,0.6,0.6,30,0.07914
200,31,0.1,0.6,0.6,30,0.080712
100,63,0.05,0.6,0.8,30,0.078971
500,127,0.05,0.6,0.8,10,0.079642
100,63,0.05,0.6,0.8,20,0.079088
200,63,0.05,1.0,0.8,20,0.079519
300,63,0.1,0.8,1.0,20,0.081469
100,127,0.05,0.6,0.6,30,0.07773
500,63,0.2,0.6,0.8,30,0.081804
200,63,0.1,1.0,0.6,10,0.079359
500,63,0.2,1.0,1.0,10,0.083213
500,127,0.05,0.6,0.6,30,0.080266
100,31,0.2,0.6,0.6,10,0.079021
500,127,0.1,1.0,1.0,30,0.082555
100,63,0.1,0.6,0.8,30,0.081204
300,63,0.2,1.0,0.8,10,0.080299
500,63,0.1,1.0,0.8,30,0.082639
500,31,0.2,0.8,1.0,30,0.084832
200,127,0.2,1.0,1.0,30,0.083085
200,63,0.2,1.0,0.8,10,0.080301
200,31,0.2,0.8,0.8,20,0.082463
200,127,0.2,1.0,0.8,20,0.082511
200,63,0.1,0.6,0.6,30,0.08012
100,127,0.05,1.0,1.0,20,0.080568
200,127,0.1,1.0,0.6,30,0.08012
300,127,0.1,1.0,0.6,10,0.07951
100,63,0.05,0.8,0.8,20,0.079088
100,31,0.01,1.0,0.6,20,0.111227
300,127,0.1,1.0,0.6,30,0.080618
500,127,0.2,0.6,0.8,10,0.084001
500,63,0.1,1.0,0.6,20,0.079375
100,63,0.2,0.8,1.0,10,0.0831
100,63,0.05,0.8,1.0,10,0.078157
500,63,0.01,1.0,0.8,10,0.078916
200,63,0.01,0.6,0.8,20,0.081236
500,31,0.1,0.8,0.6,20,0.080794
100,127,0.1,0.6,0.6,20,0.07941
300,31,0.1,0.8,0.8,10,0.080285
200,63,0.1,0.8,0.8,30,0.082066
300,63,0.01,0.6,0.6,10,0.07783
200,127,0.05,0.8,1.0,20,0.081322
500,63,0.05,0.6,0.8,30,0.081423
200,127,0.1,1.0,1.0,20,0.079897
500,127,0.1,0.8,0.6,20,0.080329
100,31,0.01,0.8,1.0,20,0.111053
500,63,0.1,0.6,0.6,20,0.079375
