filters,lstm_units,dropout,lr,kernel_size,val_rmse
32,32,0.1,0.001,3,0.077678
32,32,0.1,0.0005,3,0.094528
32,32,0.2,0.001,3,0.10297
32,32,0.2,0.0005,3,0.095289
32,64,0.1,0.001,3,0.074336
32,64,0.1,0.0005,3,0.086298
32,64,0.2,0.001,3,0.074771
32,64,0.2,0.0005,3,0.094778
