filters,lstm_units,dropout,lr,kernel_size,val_rmse
32,32,0.1,0.001,3,0.078455
32,32,0.1,0.0005,3,0.107062
32,32,0.2,0.001,3,0.11703
32,32,0.2,0.0005,3,0.109331
32,64,0.1,0.001,3,0.068834
32,64,0.1,0.0005,3,0.095068
32,64,0.2,0.001,3,0.070674
32,64,0.2,0.0005,3,0.105666
