n_estimators,learning_rate,loss,base_max_depth,val_rmse
50,0.01,linear,2,0.096029
50,0.01,linear,3,0.084282
50,0.01,linear,4,0.081503
50,0.01,linear,5,0.077488
50,0.01,square,2,0.096188
50,0.01,square,3,0.083778
50,0.01,square,4,0.081625
50,0.01,square,5,0.077551
50,0.01,exponential,2,0.096795
50,0.01,exponential,3,0.083946
50,0.01,exponential,4,0.081316
50,0.01,exponential,5,0.078594
50,0.05,linear,2,0.093805
50,0.05,linear,3,0.083179
50,0.05,linear,4,0.080555
50,0.05,linear,5,0.078139
50,0.05,square,2,0.094058
50,0.05,square,3,0.085045
50,0.05,square,4,0.080473
50,0.05,square,5,0.078341
50,0.05,exponential,2,0.094198
50,0.05,exponential,3,0.083212
50,0.05,exponential,4,0.080666
50,0.05,exponential,5,0.078475
50,0.1,linear,2,0.09214
50,0.1,linear,3,0.085014
50,0.1,linear,4,0.081045
50,0.1,linear,5,0.079314
50,0.1,square,2,0.09299
50,0.1,square,3,0.084987
50,0.1,square,4,0.082109
50,0.1,square,5,0.079957
50,0.1,exponential,2,0.090556
50,0.1,exponential,3,0.083809
50,0.1,exponential,4,0.080981
50,0.1,exponential,5,0.078505
50,0.5,linear,2,0.091421
50,0.5,linear,3,0.086903
50,0.5,linear,4,0.083155
50,0.5,linear,5,0.080987
50,0.5,square,2,0.092083
50,0.5,square,3,0.08862
50,0.5,square,4,0.084047
50,0.5,square,5,0.081247
50,0.5,exponential,2,0.091188
50,0.5,exponential,3,0.085604
50,0.5,exponential,4,0.083175
50,0.5,exponential,5,0.081932
50,1.0,linear,2,0.092686
50,1.0,linear,3,0.087728
50,1.0,linear,4,0.085039
50,1.0,linear,5,0.082631
50,1.0,square,2,0.089571
50,1.0,square,3,0.088888
50,1.0,square,4,0.085213
50,1.0,square,5,0.083363
50,1.0,exponential,2,0.091462
50,1.0,exponential,3,0.088386
50,1.0,exponential,4,0.083944
50,1.0,exponential,5,0.083246
100,0.01,linear,2,0.095655
100,0.01,linear,3,0.084245
100,0.01,linear,4,0.081123
100,0.01,linear,5,0.077899
100,0.01,square,2,0.095308
100,0.01,square,3,0.083502
100,0.01,square,4,0.081085
100,0.01,square,5,0.078055
100,0.01,exponential,2,0.095641
100,0.01,exponential,3,0.083679
100,0.01,exponential,4,0.081629
100,0.01,exponential,5,0.078365
100,0.05,linear,2,0.090497
100,0.05,linear,3,0.084417
100,0.05,linear,4,0.081026
100,0.05,linear,5,0.078761
100,0.05,square,2,0.09193
100,0.05,square,3,0.085832
100,0.05,square,4,0.082416
100,0.05,square,5,0.08059
100,0.05,exponential,2,0.090641
100,0.05,exponential,3,0.083035
100,0.05,exponential,4,0.080762
100,0.05,exponential,5,0.079101
100,0.1,linear,2,0.09018
100,0.1,linear,3,0.085569
100,0.1,linear,4,0.082838
100,0.1,linear,5,0.080137
100,0.1,square,2,0.091723
100,0.1,square,3,0.085668
100,0.1,square,4,0.084154
100,0.1,square,5,0.080096
100,0.1,exponential,2,0.090639
100,0.1,exponential,3,0.085554
100,0.1,exponential,4,0.082282
100,0.1,exponential,5,0.07931
100,0.5,linear,2,0.091035
100,0.5,linear,3,0.089285
100,0.5,linear,4,0.084075
100,0.5,linear,5,0.081975
100,0.5,square,2,0.090938
100,0.5,square,3,0.088665
100,0.5,square,4,0.084647
100,0.5,square,5,0.080905
100,0.5,exponential,2,0.090496
100,0.5,exponential,3,0.088496
100,0.5,exponential,4,0.084863
100,0.5,exponential,5,0.08183
100,1.0,linear,2,0.091962
100,1.0,linear,3,0.088474
100,1.0,linear,4,0.085111
100,1.0,linear,5,0.082236
100,1.0,square,2,0.089767
100,1.0,square,3,0.088488
100,1.0,square,4,0.084291
100,1.0,square,5,0.082584
100,1.0,exponential,2,0.090531
100,1.0,exponential,3,0.088245
100,1.0,exponential,4,0.084732
100,1.0,exponential,5,0.083497
200,0.01,linear,2,0.095013
200,0.01,linear,3,0.083331
200,0.01,linear,4,0.080915
200,0.01,linear,5,0.077834
200,0.01,square,2,0.094115
200,0.01,square,3,0.084618
200,0.01,square,4,0.08191
200,0.01,square,5,0.078624
200,0.01,exponential,2,0.094659
200,0.01,exponential,3,0.083575
200,0.01,exponential,4,0.081106
200,0.01,exponential,5,0.078115
200,0.05,linear,2,0.089998
200,0.05,linear,3,0.085065
200,0.05,linear,4,0.081794
200,0.05,linear,5,0.080062
200,0.05,square,2,0.091442
200,0.05,square,3,0.085977
200,0.05,square,4,0.082968
200,0.05,square,5,0.080363
200,0.05,exponential,2,0.08992
200,0.05,exponential,3,0.085022
200,0.05,exponential,4,0.081674
200,0.05,exponential,5,0.079222
200,0.1,linear,2,0.090879
200,0.1,linear,3,0.085751
200,0.1,linear,4,0.083535
200,0.1,linear,5,0.080642
200,0.1,square,2,0.0915
200,0.1,square,3,0.087985
200,0.1,square,4,0.084128
200,0.1,square,5,0.081078
200,0.1,exponential,2,0.091209
200,0.1,exponential,3,0.086048
200,0.1,exponential,4,0.083301
200,0.1,exponential,5,0.079545
200,0.5,linear,2,0.090932
200,0.5,linear,3,0.089789
200,0.5,linear,4,0.084624
200,0.5,linear,5,0.082435
200,0.5,square,2,0.090839
200,0.5,square,3,0.088512
200,0.5,square,4,0.084011
200,0.5,square,5,0.081165
200,0.5,exponential,2,0.091369
200,0.5,exponential,3,0.089887
200,0.5,exponential,4,0.085682
200,0.5,exponential,5,0.082205
200,1.0,linear,2,0.09061
200,1.0,linear,3,0.088829
200,1.0,linear,4,0.085105
200,1.0,linear,5,0.081799
200,1.0,square,2,0.09037
200,1.0,square,3,0.087569
200,1.0,square,4,0.084539
200,1.0,square,5,0.082026
200,1.0,exponential,2,0.090967
200,1.0,exponential,3,0.088852
200,1.0,exponential,4,0.085415
200,1.0,exponential,5,0.08398
300,0.01,linear,2,0.093684
300,0.01,linear,3,0.082923
300,0.01,linear,4,0.081178
300,0.01,linear,5,0.078233
300,0.01,square,2,0.092734
300,0.01,square,3,0.08504
300,0.01,square,4,0.082844
300,0.01,square,5,0.079197
300,0.01,exponential,2,0.093276
300,0.01,exponential,3,0.0833
300,0.01,exponential,4,0.080739
300,0.01,exponential,5,0.078123
300,0.05,linear,2,0.091239
300,0.05,linear,3,0.085175
300,0.05,linear,4,0.082461
300,0.05,linear,5,0.080113
300,0.05,square,2,0.091362
300,0.05,square,3,0.087163
300,0.05,square,4,0.083435
300,0.05,square,5,0.080643
300,0.05,exponential,2,0.091288
300,0.05,exponential,3,0.084947
300,0.05,exponential,4,0.082169
300,0.05,exponential,5,0.079652
300,0.1,linear,2,0.090666
300,0.1,linear,3,0.08697
300,0.1,linear,4,0.083615
300,0.1,linear,5,0.08112
300,0.1,square,2,0.090899
300,0.1,square,3,0.087984
300,0.1,square,4,0.084614
300,0.1,square,5,0.081575
300,0.1,exponential,2,0.091504
300,0.1,exponential,3,0.086887
300,0.1,exponential,4,0.083884
300,0.1,exponential,5,0.080246
300,0.5,linear,2,0.090642
300,0.5,linear,3,0.089294
300,0.5,linear,4,0.084913
300,0.5,linear,5,0.082334
300,0.5,square,2,0.091079
300,0.5,square,3,0.088219
300,0.5,square,4,0.084179
300,0.5,square,5,0.081408
300,0.5,exponential,2,0.091699
300,0.5,exponential,3,0.090024
300,0.5,exponential,4,0.08571
300,0.5,exponential,5,0.082216
300,1.0,linear,2,0.090699
300,1.0,linear,3,0.088787
300,1.0,linear,4,0.085193
