n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_alpha,reg_lambda,val_rmse
200,4,0.05,1.0,1.0,0.1,1.0,0.072062
100,4,0.1,0.6,0.6,0.1,2.0,0.073138
200,3,0.05,0.8,0.8,1.0,2.0,0.072886
100,4,0.2,0.8,0.8,1.0,2.0,0.073956
200,6,0.01,1.0,0.6,1.0,2.0,0.074558
200,4,0.05,0.6,0.8,0.0,1.0,0.072861
300,3,0.1,0.7,0.8,1.0,1.0,0.074468
500,3,0.01,0.6,1.0,0.1,2.0,0.071674
500,6,0.2,0.7,0.6,0.0,2.0,0.078983
200,5,0.2,0.8,1.0,0.0,1.0,0.078795
100,6,0.01,0.7,0.8,0.0,1.0,0.085522
200,6,0.01,0.6,0.6,1.0,2.0,0.075209
200,5,0.1,1.0,1.0,0.1,1.0,0.076077
100,6,0.2,1.0,0.8,1.0,1.0,0.07446
500,3,0.1,1.0,0.8,0.0,1.0,0.077387
200,4,0.01,0.7,0.6,0.0,1.0,0.073256
500,4,0.05,0.6,1.0,1.0,1.5,0.074739
500,3,0.2,1.0,0.8,0.0,1.5,0.077487
500,3,0.05,0.6,0.8,1.0,1.5,0.073894
100,4,0.05,0.7,0.8,1.0,2.0,0.072591
300,6,0.1,0.6,1.0,0.1,1.5,0.074261
500,3,0.01,0.6,0.8,1.0,2.0,0.071829
100,6,0.01,1.0,1.0,1.0,1.0,0.088072
300,5,0.01,0.8,0.6,0.0,1.5,0.07187
500,4,0.2,0.7,0.6,1.0,1.0,0.078349
200,3,0.1,0.8,0.6,1.0,1.5,0.07303
100,6,0.01,0.7,0.8,1.0,1.0,0.088366
300,3,0.2,0.6,0.6,1.0,1.0,0.075951
200,6,0.01,1.0,0.6,0.1,1.0,0.074221
200,4,0.01,0.7,1.0,1.0,1.0,0.074626
500,3,0.01,0.8,0.6,0.1,1.5,0.071875
500,4,0.01,0.6,1.0,0.1,1.0,0.071628
300,5,0.1,0.6,1.0,1.0,2.0,0.074903
200,3,0.01,0.8,0.8,1.0,2.0,0.074827
500,3,0.2,1.0,1.0,0.0,1.5,0.079952
200,5,0.01,0.8,0.8,0.0,1.5,0.073389
500,6,0.2,1.0,1.0,0.0,1.5,0.07971
500,5,0.1,0.7,0.6,0.1,1.0,0.077845
500,5,0.1,1.0,0.8,0.0,2.0,0.075767
100,4,0.01,0.6,1.0,1.0,2.0,0.088276
200,3,0.05,0.7,0.8,0.1,1.5,0.072837
500,6,0.1,0.7,0.8,0.0,1.0,0.07895
100,3,0.1,0.7,1.0,0.0,1.5,0.072784
500,6,0.05,0.6,0.6,1.0,1.0,0.074897
200,4,0.2,1.0,1.0,0.0,1.5,0.075379
200,6,0.1,0.7,1.0,0.0,1.5,0.076368
200,4,0.01,0.7,0.6,1.0,1.0,0.074626
100,4,0.05,0.6,0.6,0.0,2.0,0.072229
200,3,0.01,0.6,0.6,0.0,1.0,0.074424
300,5,0.2,0.6,0.6,0.0,2.0,0.082544
500,4,0.1,0.7,1.0,0.1,1.5,0.075365
200,4,0.2,1.0,0.8,0.1,1.0,0.074724
200,3,0.01,0.6,0.8,0.1,1.5,0.074407
500,3,0.05,0.8,1.0,0.1,2.0,0.073277
300,4,0.05,1.0,0.8,0.1,1.0,0.071937
200,6,0.1,0.6,0.6,0.0,1.5,0.075586
500,3,0.01,1.0,0.6,0.0,1.5,0.072026
300,3,0.1,1.0,0.6,0.1,2.0,0.073878
100,5,0.1,1.0,0.8,0.0,1.0,0.074375
200,4,0.01,0.6,0.8,0.0,1.0,0.073796
200,3,0.1,0.8,1.0,0.1,1.5,0.072632
500,5,0.01,0.8,0.6,0.0,1.0,0.072109
300,5,0.1,0.8,0.6,1.0,2.0,0.075297
300,5,0.01,1.0,0.8,0.1,2.0,0.07205
200,3,0.2,1.0,1.0,0.0,1.5,0.076799
500,5,0.01,0.8,0.8,1.0,2.0,0.072129
300,6,0.01,0.7,0.8,0.0,1.0,0.071853
300,3,0.01,0.7,1.0,1.0,2.0,0.072408
300,6,0.01,0.7,0.6,0.0,1.5,0.071795
200,6,0.1,0.7,0.6,0.1,1.5,0.073562
200,5,0.2,0.7,1.0,0.1,1.5,0.076688
200,3,0.01,0.8,0.8,0.1,2.0,0.07435
100,5,0.1,0.7,1.0,1.0,2.0,0.073991
300,4,0.1,0.8,0.8,1.0,1.5,0.074561
300,4,0.05,0.7,1.0,0.0,1.5,0.0744
100,4,0.1,1.0,0.8,1.0,1.0,0.071856
500,5,0.05,0.7,0.6,1.0,2.0,0.073881
100,3,0.2,0.8,0.6,1.0,1.5,0.072758
100,5,0.01,0.7,0.6,1.0,1.5,0.088148
100,5,0.2,0.8,0.8,0.0,1.5,0.077613
300,6,0.2,0.8,0.8,0.0,1.5,0.076751
100,6,0.01,0.6,0.8,0.1,2.0,0.086417
500,6,0.01,0.6,0.6,1.0,2.0,0.072661
500,3,0.2,0.8,0.8,0.1,1.0,0.077469
300,3,0.01,0.6,0.6,0.0,2.0,0.072116
300,6,0.05,0.6,1.0,1.0,1.5,0.0743
100,4,0.01,1.0,0.6,1.0,1.5,0.087796
200,6,0.05,0.6,1.0,0.0,2.0,0.074379
200,6,0.01,1.0,1.0,0.1,1.0,0.075175
300,6,0.05,0.6,1.0,0.1,1.0,0.07287
300,3,0.2,0.8,0.6,0.0,1.0,0.079632
300,5,0.01,0.6,0.8,0.1,2.0,0.07183
200,3,0.2,0.6,0.6,1.0,1.5,0.074111
300,5,0.05,1.0,1.0,0.1,2.0,0.073519
100,3,0.01,1.0,0.8,0.1,1.5,0.088003
500,3,0.2,0.8,0.8,0.0,1.5,0.078421
500,4,0.1,0.8,1.0,0.0,1.0,0.076042
100,5,0.01,0.8,1.0,0.0,2.0,0.086692
500,3,0.2,0.8,1.0,0.1,1.5,0.077819
300,5,0.01,0.8,1.0,1.0,1.0,0.072301
500,5,0.01,1.0,1.0,0.1,1.5,0.072248
200,4,0.01,0.6,1.0,1.0,1.5,0.074765
500,5,0.1,0.7,0.6,0.1,2.0,0.07629
500,3,0.01,0.8,0.8,0.1,1.0,0.071819
200,5,0.05,1.0,0.6,0.1,2.0,0.073507
100,5,0.01,0.7,1.0,0.1,1.5,0.086735
200,4,0.1,0.7,0.6,0.0,1.5,0.074628
300,3,0.01,1.0,1.0,1.0,1.0,0.071713
100,5,0.2,1.0,1.0,1.0,2.0,0.072057
300,3,0.1,0.7,0.8,1.0,2.0,0.074446
100,3,0.01,0.6,1.0,1.0,2.0,0.088827
500,4,0.1,1.0,0.6,0.0,2.0,0.076093
500,4,0.1,0.8,0.8,0.0,1.0,0.077236
200,3,0.2,1.0,1.0,1.0,1.0,0.07266
300,4,0.05,1.0,1.0,0.1,2.0,0.07327
500,5,0.05,1.0,0.6,0.1,1.5,0.074755
100,6,0.05,0.8,0.6,0.1,2.0,0.073459
300,4,0.1,0.8,0.6,0.0,1.0,0.076415
100,5,0.01,0.6,0.6,1.0,1.5,0.08818
300,6,0.2,0.7,1.0,0.0,1.5,0.079387
200,4,0.1,0.8,0.8,0.1,2.0,0.073919
500,6,0.2,1.0,0.8,0.0,1.0,0.079179
500,3,0.01,0.7,1.0,0.1,2.0,0.071869
300,6,0.1,0.6,1.0,0.0,2.0,0.076199
100,6,0.2,0.6,0.8,0.0,1.0,0.079067
200,6,0.01,0.7,0.8,0.1,1.0,0.073654
500,5,0.05,1.0,0.8,0.0,1.0,0.075936
100,6,0.01,0.7,0.6,0.0,1.0,0.085633
300,5,0.01,1.0,0.8,1.0,2.0,0.071539
500,5,0.2,0.6,0.6,1.0,1.0,0.077575
300,5,0.01,0.6,1.0,1.0,1.0,0.072467
100,3,0.01,0.6,0.6,0.1,1.5,0.08785
300,6,0.05,0.7,1.0,0.0,1.5,0.074367
200,5,0.01,0.8,0.8,0.0,1.0,0.073537
300,4,0.05,0.6,0.6,1.0,1.0,0.073309
100,3,0.05,0.7,1.0,1.0,1.0,0.071538
100,5,0.01,0.7,1.0,1.0,1.5,0.088405
200,5,0.2,0.8,0.6,0.1,1.0,0.080491
500,6,0.2,0.6,0.8,0.0,1.0,0.080555
500,6,0.05,0.6,1.0,0.1,1.0,0.073409
200,4,0.2,0.7,0.6,1.0,2.0,0.076018
200,3,0.1,0.6,0.8,1.0,2.0,0.074374
100,4,0.01,0.7,0.8,1.0,1.0,0.088176
200,3,0.1,0.7,0.6,0.0,2.0,0.073504
300,5,0.2,0.6,0.6,0.1,1.0,0.079855
100,4,0.1,0.7,1.0,1.0,2.0,0.073814
500,4,0.2,0.8,0.6,0.0,1.5,0.076976
300,4,0.01,1.0,0.8,0.1,1.0,0.071507
500,6,0.05,1.0,0.8,1.0,1.0,0.073712
100,4,0.05,0.6,1.0,1.0,2.0,0.072306
500,5,0.05,0.8,1.0,0.0,2.0,0.074352
300,5,0.01,0.7,0.8,1.0,1.5,0.072333
500,5,0.1,0.6,0.8,0.0,1.0,0.07653
100,5,0.05,0.8,0.6,0.1,1.5,0.073531
100,5,0.05,0.8,1.0,1.0,1.5,0.072171
500,3,0.1,0.6,0.6,0.1,1.5,0.076737
300,4,0.01,0.6,0.6,0.1,2.0,0.071752
300,5,0.05,0.8,1.0,0.1,1.0,0.073609
100,6,0.01,0.8,0.6,0.0,2.0,0.086074
200,4,0.01,0.6,0.8,0.0,2.0,0.073744
300,5,0.01,0.6,0.6,0.0,2.0,0.071859
300,6,0.1,0.6,0.6,0.0,1.5,0.076253
300,3,0.01,0.6,0.8,0.0,1.5,0.072107
200,3,0.01,0.6,0.6,1.0,1.5,0.075213
300,5,0.01,1.0,0.8,1.0,1.5,0.071692
500,5,0.05,0.7,0.6,0.1,1.5,0.074511
500,4,0.2,0.7,0.8,0.1,1.0,0.078325
500,4,0.01,0.7,0.6,1.0,2.0,0.071712
100,6,0.2,0.7,0.6,0.0,1.0,0.076705
500,4,0.1,0.6,0.6,1.0,2.0,0.075581
200,4,0.2,0.8,0.8,1.0,1.0,0.075259
200,6,0.1,0.7,0.6,0.0,1.5,0.074644
500,3,0.1,1.0,1.0,0.1,1.0,0.074903
200,6,0.01,0.7,0.6,1.0,2.0,0.07494
300,3,0.05,0.6,1.0,1.0,1.0,0.073444
300,4,0.2,0.7,0.6,0.0,1.0,0.075089
300,3,0.1,0.6,1.0,1.0,2.0,0.074314
100,5,0.05,0.6,1.0,0.0,1.5,0.072709
200,3,0.1,1.0,0.6,0.1,2.0,0.07292
200,3,0.05,0.6,0.6,0.1,1.5,0.073405
100,4,0.01,1.0,0.8,0.0,2.0,0.087377
200,5,0.05,0.8,0.8,1.0,1.0,0.074154
100,3,0.05,0.8,0.8,0.0,1.5,0.071881
300,6,0.01,0.8,0.8,0.1,1.5,0.072352
300,5,0.1,0.6,0.6,0.0,1.5,0.078229
200,3,0.05,0.7,1.0,0.1,1.5,0.072657
300,6,0.01,0.8,0.8,0.1,2.0,0.072634
200,3,0.01,0.8,1.0,0.1,1.5,0.074239
100,3,0.01,0.8,0.6,0.1,1.5,0.087942
100,4,0.05,0.7,0.8,0.1,2.0,0.072781
500,4,0.05,0.8,1.0,0.0,2.0,0.073732
300,6,0.2,1.0,0.8,0.1,1.0,0.079089
100,4,0.01,0.7,1.0,0.1,2.0,0.087134
200,3,0.05,0.7,0.8,0.1,1.0,0.073183
100,4,0.05,0.6,0.8,0.1,1.0,0.073147
100,3,0.1,0.7,0.8,0.1,2.0,0.073336
200,5,0.05,0.6,0.6,1.0,1.0,0.073811
100,4,0.05,0.7,0.8,0.1,1.5,0.073031
300,4,0.1,1.0,1.0,1.0,2.0,0.071982
200,3,0.1,0.6,0.6,0.1,2.0,0.074669
200,4,0.05,0.6,0.8,0.1,1.5,0.073408
500,3,0.1,0.8,1.0,1.0,2.0,0.073471
300,4,0.01,1.0,0.6,1.0,1.5,0.071714
200,3,0.01,0.7,0.6,0.0,1.0,0.074326
100,5,0.1,0.6,0.6,0.1,1.0,0.07362
500,4,0.1,1.0,0.8,0.1,1.0,0.075875
300,5,0.2,0.7,0.6,1.0,1.0,0.075774
300,5,0.2,0.8,1.0,0.1,1.5,0.078836
300,3,0.2,1.0,0.8,0.0,2.0,0.078002
200,3,0.1,0.7,1.0,0.0,1.5,0.074259
500,5,0.2,0.8,0.6,0.0,1.5,0.078514
300,3,0.2,1.0,0.8,0.1,1.5,0.075617
500,6,0.05,0.7,0.6,0.0,1.0,0.074613
200,6,0.1,1.0,0.8,0.1,1.5,0.076013
100,6,0.1,0.7,1.0,0.0,2.0,0.074944
100,4,0.2,0.6,0.8,1.0,1.5,0.075253
100,4,0.2,0.7,0.8,0.0,2.0,0.078937
500,3,0.05,1.0,1.0,1.0,1.5,0.072782
300,3,0.01,0.8,1.0,0.1,1.0,0.071744
200,5,0.1,1.0,0.8,0.1,1.5,0.074837
300,3,0.01,0.6,0.8,0.1,1.5,0.072043
200,6,0.2,0.6,1.0,0.0,1.5,0.080028
