filters,lstm_units,dropout,lr,kernel_size,val_rmse
32,32,0.1,0.001,3,0.085877
32,32,0.1,0.0005,3,0.090318
32,32,0.2,0.001,3,0.095026
32,32,0.2,0.0005,3,0.090565
32,64,0.1,0.001,3,0.074448
32,64,0.1,0.0005,3,0.086809
32,64,0.2,0.001,3,0.075108
32,64,0.2,0.0005,3,0.087673
