filters,lstm_units,dropout,lr,kernel_size,val_rmse
32,32,0.1,0.001,3,0.076429
32,32,0.1,0.0005,3,0.078188
32,32,0.2,0.001,3,0.082298
32,32,0.2,0.0005,3,0.081461
32,64,0.1,0.001,3,0.074739
32,64,0.1,0.0005,3,0.076699
32,64,0.2,0.001,3,0.074718
32,64,0.2,0.0005,3,0.077937
