filters,lstm_units,dropout,lr,kernel_size,val_rmse
32,32,0.1,0.001,3,0.080396
32,32,0.1,0.0005,3,0.111243
32,32,0.2,0.001,3,0.118995
32,32,0.2,0.0005,3,0.113159
32,64,0.1,0.001,3,0.072275
32,64,0.1,0.0005,3,0.080086
32,64,0.2,0.001,3,0.072329
32,64,0.2,0.0005,3,0.085822
