filters,lstm_units,dropout,lr,kernel_size,val_rmse
32,32,0.1,0.001,3,0.093258
32,32,0.1,0.0005,3,0.120385
32,32,0.2,0.001,3,0.127509
32,32,0.2,0.0005,3,0.121846
32,64,0.1,0.001,3,0.085233
32,64,0.1,0.0005,3,0.090225
32,64,0.2,0.001,3,0.085461
32,64,0.2,0.0005,3,0.113562
