filters,lstm_units,dropout,lr,kernel_size,val_rmse
32,32,0.1,0.001,3,0.084776
32,32,0.1,0.0005,3,0.087105
32,32,0.2,0.001,3,0.097154
32,32,0.2,0.0005,3,0.089286
32,64,0.1,0.001,3,0.06075
32,64,0.1,0.0005,3,0.080507
32,64,0.2,0.001,3,0.065128
32,64,0.2,0.0005,3,0.089218
