n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_alpha,reg_lambda,val_rmse
300,5,0.2,0.6,0.6,0.0,2.0,0.09192
500,4,0.1,0.7,1.0,0.1,1.5,0.088283
200,4,0.2,1.0,0.8,0.1,1.0,0.08885
200,3,0.01,0.6,0.8,0.1,1.5,0.085751
500,3,0.05,0.8,1.0,0.1,2.0,0.0847
300,4,0.05,1.0,0.8,0.1,1.0,0.083051
200,6,0.1,0.6,0.6,0.0,1.5,0.08581
500,3,0.01,1.0,0.6,0.0,1.5,0.081793
300,3,0.1,1.0,0.6,0.1,2.0,0.082648
100,5,0.1,1.0,0.8,0.0,1.0,0.085066
200,4,0.01,0.6,0.8,0.0,1.0,0.083925
200,3,0.1,0.8,1.0,0.1,1.5,0.084204
500,5,0.01,0.8,0.6,0.0,1.0,0.082106
300,5,0.1,0.8,0.6,1.0,2.0,0.085665
300,5,0.01,1.0,0.8,0.1,2.0,0.082991
200,3,0.2,1.0,1.0,0.0,1.5,0.08675
500,5,0.01,0.8,0.8,1.0,2.0,0.08266
300,6,0.01,0.7,0.8,0.0,1.0,0.081371
300,3,0.01,0.7,1.0,1.0,2.0,0.083749
300,6,0.01,0.7,0.6,0.0,1.5,0.081273
200,6,0.1,0.7,0.6,0.1,1.5,0.08548
200,5,0.2,0.7,1.0,0.1,1.5,0.086672
200,3,0.01,0.8,0.8,0.1,2.0,0.085891
100,5,0.1,0.7,1.0,1.0,2.0,0.083664
300,4,0.1,0.8,0.8,1.0,1.5,0.086436
300,4,0.05,0.7,1.0,0.0,1.5,0.084339
100,4,0.1,1.0,0.8,1.0,1.0,0.084779
500,5,0.05,0.7,0.6,1.0,2.0,0.08441
100,3,0.2,0.8,0.6,1.0,1.5,0.083024
100,5,0.01,0.7,0.6,1.0,1.5,0.098586
100,5,0.2,0.8,0.8,0.0,1.5,0.086142
300,6,0.2,0.8,0.8,0.0,1.5,0.084761
100,6,0.01,0.6,0.8,0.1,2.0,0.096445
500,6,0.01,0.6,0.6,1.0,2.0,0.082287
500,3,0.2,0.8,0.8,0.1,1.0,0.089842
300,3,0.01,0.6,0.6,0.0,2.0,0.082472
300,6,0.05,0.6,1.0,1.0,1.5,0.084069
100,4,0.01,1.0,0.6,1.0,1.5,0.098902
200,6,0.05,0.6,1.0,0.0,2.0,0.083291
200,6,0.01,1.0,1.0,0.1,1.0,0.085396
300,6,0.05,0.6,1.0,0.1,1.0,0.084841
300,3,0.2,0.8,0.6,0.0,1.0,0.08834
300,5,0.01,0.6,0.8,0.1,2.0,0.082004
200,3,0.2,0.6,0.6,1.0,1.5,0.084526
300,5,0.05,1.0,1.0,0.1,2.0,0.085379
100,3,0.01,1.0,0.8,0.1,1.5,0.0992
500,3,0.2,0.8,0.8,0.0,1.5,0.088472
500,4,0.1,0.8,1.0,0.0,1.0,0.089791
100,5,0.01,0.8,1.0,0.0,2.0,0.096759
500,3,0.2,0.8,1.0,0.1,1.5,0.091087
300,5,0.01,0.8,1.0,1.0,1.0,0.083762
500,5,0.01,1.0,1.0,0.1,1.5,0.083756
200,4,0.01,0.6,1.0,1.0,1.5,0.085779
500,5,0.1,0.7,0.6,0.1,2.0,0.086119
500,3,0.01,0.8,0.8,0.1,1.0,0.081867
200,5,0.05,1.0,0.6,0.1,2.0,0.082408
100,5,0.01,0.7,1.0,0.1,1.5,0.096849
200,4,0.1,0.7,0.6,0.0,1.5,0.084721
300,3,0.01,1.0,1.0,1.0,1.0,0.084196
100,5,0.2,1.0,1.0,1.0,2.0,0.085018
300,3,0.1,0.7,0.8,1.0,2.0,0.084295
100,3,0.01,0.6,1.0,1.0,2.0,0.099191
500,4,0.1,1.0,0.6,0.0,2.0,0.084652
500,4,0.1,0.8,0.8,0.0,1.0,0.088278
200,3,0.2,1.0,1.0,1.0,1.0,0.084327
300,4,0.05,1.0,1.0,0.1,2.0,0.085137
500,5,0.05,1.0,0.6,0.1,1.5,0.084581
100,6,0.05,0.8,0.6,0.1,2.0,0.082643
300,4,0.1,0.8,0.6,0.0,1.0,0.086909
100,5,0.01,0.6,0.6,1.0,1.5,0.098576
300,6,0.2,0.7,1.0,0.0,1.5,0.085366
200,4,0.1,0.8,0.8,0.1,2.0,0.085405
500,6,0.2,1.0,0.8,0.0,1.0,0.090126
500,3,0.01,0.7,1.0,0.1,2.0,0.081958
300,6,0.1,0.6,1.0,0.0,2.0,0.086054
100,6,0.2,0.6,0.8,0.0,1.0,0.08828
200,6,0.01,0.7,0.8,0.1,1.0,0.084167
500,5,0.05,1.0,0.8,0.0,1.0,0.08741
100,6,0.01,0.7,0.6,0.0,1.0,0.095482
300,5,0.01,1.0,0.8,1.0,2.0,0.084209
500,5,0.2,0.6,0.6,1.0,1.0,0.085472
300,5,0.01,0.6,1.0,1.0,1.0,0.083169
100,3,0.01,0.6,0.6,0.1,1.5,0.098322
300,6,0.05,0.7,1.0,0.0,1.5,0.082885
200,5,0.01,0.8,0.8,0.0,1.0,0.083513
300,4,0.05,0.6,0.6,1.0,1.0,0.082709
100,3,0.05,0.7,1.0,1.0,1.0,0.083098
100,5,0.01,0.7,1.0,1.0,1.5,0.098822
200,5,0.2,0.8,0.6,0.1,1.0,0.089353
500,6,0.2,0.6,0.8,0.0,1.0,0.089801
500,6,0.05,0.6,1.0,0.1,1.0,0.085756
200,4,0.2,0.7,0.6,1.0,2.0,0.085432
200,3,0.1,0.6,0.8,1.0,2.0,0.083664
100,4,0.01,0.7,0.8,1.0,1.0,0.09873
200,3,0.1,0.7,0.6,0.0,2.0,0.08247
300,5,0.2,0.6,0.6,0.1,1.0,0.090021
100,4,0.1,0.7,1.0,1.0,2.0,0.082462
500,4,0.2,0.8,0.6,0.0,1.5,0.091823
300,4,0.01,1.0,0.8,0.1,1.0,0.083024
500,6,0.05,1.0,0.8,1.0,1.0,0.084833
100,4,0.05,0.6,1.0,1.0,2.0,0.082453
500,5,0.05,0.8,1.0,0.0,2.0,0.085768
300,5,0.01,0.7,0.8,1.0,1.5,0.083392
500,5,0.1,0.6,0.8,0.0,1.0,0.087806
100,5,0.05,0.8,0.6,0.1,1.5,0.082046
100,5,0.05,0.8,1.0,1.0,1.5,0.083453
500,3,0.1,0.6,0.6,0.1,1.5,0.085957
300,4,0.01,0.6,0.6,0.1,2.0,0.081966
300,5,0.05,0.8,1.0,0.1,1.0,0.085362
100,6,0.01,0.8,0.6,0.0,2.0,0.09661
200,4,0.01,0.6,0.8,0.0,2.0,0.084156
300,5,0.01,0.6,0.6,0.0,2.0,0.081698
300,6,0.1,0.6,0.6,0.0,1.5,0.086314
300,3,0.01,0.6,0.8,0.0,1.5,0.082417
200,3,0.01,0.6,0.6,1.0,1.5,0.086721
300,5,0.01,1.0,0.8,1.0,1.5,0.08432
500,5,0.05,0.7,0.6,0.1,1.5,0.085427
500,4,0.2,0.7,0.8,0.1,1.0,0.089057
500,4,0.01,0.7,0.6,1.0,2.0,0.082515
100,6,0.2,0.7,0.6,0.0,1.0,0.089562
500,4,0.1,0.6,0.6,1.0,2.0,0.085031
200,4,0.2,0.8,0.8,1.0,1.0,0.087046
200,6,0.1,0.7,0.6,0.0,1.5,0.087219
500,3,0.1,1.0,1.0,0.1,1.0,0.086846
200,6,0.01,0.7,0.6,1.0,2.0,0.08595
300,3,0.05,0.6,1.0,1.0,1.0,0.082936
300,4,0.2,0.7,0.6,0.0,1.0,0.090766
300,3,0.1,0.6,1.0,1.0,2.0,0.084502
100,5,0.05,0.6,1.0,0.0,1.5,0.083901
200,3,0.1,1.0,0.6,0.1,2.0,0.081596
200,3,0.05,0.6,0.6,0.1,1.5,0.082375
100,4,0.01,1.0,0.8,0.0,2.0,0.098056
200,5,0.05,0.8,0.8,1.0,1.0,0.083753
100,3,0.05,0.8,0.8,0.0,1.5,0.082127
300,6,0.01,0.8,0.8,0.1,1.5,0.08279
300,5,0.1,0.6,0.6,0.0,1.5,0.086417
200,3,0.05,0.7,1.0,0.1,1.5,0.082788
300,6,0.01,0.8,0.8,0.1,2.0,0.0829
200,3,0.01,0.8,1.0,0.1,1.5,0.086014
100,3,0.01,0.8,0.6,0.1,1.5,0.098725
100,4,0.05,0.7,0.8,0.1,2.0,0.082624
500,4,0.05,0.8,1.0,0.0,2.0,0.086026
300,6,0.2,1.0,0.8,0.1,1.0,0.086108
100,4,0.01,0.7,1.0,0.1,2.0,0.097577
200,3,0.05,0.7,0.8,0.1,1.0,0.082598
100,4,0.05,0.6,0.8,0.1,1.0,0.082204
100,3,0.1,0.7,0.8,0.1,2.0,0.081273
200,5,0.05,0.6,0.6,1.0,1.0,0.08291
100,4,0.05,0.7,0.8,0.1,1.5,0.082458
300,4,0.1,1.0,1.0,1.0,2.0,0.085059
200,3,0.1,0.6,0.6,0.1,2.0,0.082582
200,4,0.05,0.6,0.8,0.1,1.5,0.082777
500,3,0.1,0.8,1.0,1.0,2.0,0.085839
300,4,0.01,1.0,0.6,1.0,1.5,0.08398
200,3,0.01,0.7,0.6,0.0,1.0,0.085744
100,5,0.1,0.6,0.6,0.1,1.0,0.08539
500,4,0.1,1.0,0.8,0.1,1.0,0.089588
300,5,0.2,0.7,0.6,1.0,1.0,0.085184
300,5,0.2,0.8,1.0,0.1,1.5,0.089259
300,3,0.2,1.0,0.8,0.0,2.0,0.087162
200,3,0.1,0.7,1.0,0.0,1.5,0.084251
500,5,0.2,0.8,0.6,0.0,1.5,0.090329
300,3,0.2,1.0,0.8,0.1,1.5,0.087849
500,6,0.05,0.7,0.6,0.0,1.0,0.084738
200,6,0.1,1.0,0.8,0.1,1.5,0.084643
100,6,0.1,0.7,1.0,0.0,2.0,0.086589
100,4,0.2,0.6,0.8,1.0,1.5,0.083995
100,4,0.2,0.7,0.8,0.0,2.0,0.088093
500,3,0.05,1.0,1.0,1.0,1.5,0.083717
300,3,0.01,0.8,1.0,0.1,1.0,0.082824
200,5,0.1,1.0,0.8,0.1,1.5,0.08567
300,3,0.01,0.6,0.8,0.1,1.5,0.082624
200,6,0.2,0.6,1.0,0.0,1.5,0.088579
