time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2002-11-30,14.3,10.7,16.5,17.0,,,,,,
2002-12-01,15.4,10.6,17.3,5.1,,,,,,
2002-12-03,15.3,12.6,16.3,6.1,,,,,,
2002-12-04,14.4,11.4,,7.9,,,,,,
2002-12-06,12.4,10.4,,36.1,,,,,,
2002-12-13,15.4,11.8,,,,,,,,
2002-12-14,19.9,12.9,23.0,,,,,,,
2002-12-16,14.1,10.8,18.0,,,,,,,
2002-12-17,18.3,12.5,22.0,,,,,,,
2002-12-19,16.0,13.8,,,,,,,,
2002-12-20,15.6,13.8,17.6,14.0,,,,,,
2002-12-23,17.8,12.5,22.1,0.0,,,,,,
2002-12-25,18.1,15.4,20.8,,,,,,,
2002-12-26,17.6,14.4,21.2,,,,,,,
2002-12-27,18.8,13.2,22.7,,,,,,,
2002-12-28,15.7,13.0,17.0,,,,,,,
2002-12-30,15.1,10.0,20.5,,,,,,,
2002-12-31,15.9,12.9,17.2,0.0,,,,,,
2003-01-01,15.6,13.0,18.1,,,,,,,
2003-01-03,19.5,13.7,22.1,,,,,,,
2003-01-04,16.2,13.0,18.7,,,,,,,
2003-01-05,13.4,11.5,17.5,,,,,,,
2003-01-06,14.5,13.5,16.5,,,,,,,
2003-01-09,10.2,5.5,14.0,,,,,,,
2003-01-16,10.3,7.1,,0.0,,,,,,
2003-01-26,11.6,11.0,13.3,0.5,,,,,,
2003-01-27,14.2,9.0,,10.9,,,,,,
2003-01-30,9.9,6.3,12.3,6.1,,,,,,
2003-02-01,9.8,8.0,10.5,10.9,,,,,,
2003-02-04,16.4,9.0,20.4,0.0,,,,,,
2003-02-05,12.5,7.6,13.7,2.0,,,,,,
2003-02-07,10.7,5.4,,2.0,,,,,,
2003-02-08,11.8,7.1,14.5,0.0,,,,,,
2003-02-09,11.9,10.0,13.5,0.0,,,,,,
2003-02-10,10.7,7.2,13.7,0.0,,,,,,
2003-02-11,11.6,9.3,13.4,21.1,,,,,,
2003-02-12,11.9,7.0,15.1,0.5,,,,,,
2003-02-13,10.6,9.9,11.2,0.0,,,,,,
2003-02-14,9.7,8.0,11.8,9.9,,,,,,
2003-02-15,10.9,6.2,13.4,6.1,,,,,,
2003-02-16,10.8,7.2,13.5,0.0,,,,,,
2003-02-17,8.6,6.8,10.4,14.0,,,,,,
2003-02-18,8.4,6.0,10.8,9.9,,,,,,
2003-02-21,12.5,8.7,16.2,7.1,,,,,,
2003-02-22,12.6,8.4,15.5,0.5,,,,,,
2003-02-24,14.3,9.5,16.8,,,,,,,
2003-02-25,16.4,13.0,19.3,,,,,,,
2003-02-26,14.4,11.7,18.0,,,,,,,
2003-03-01,14.2,10.4,16.1,2.0,,,,,,
2003-03-02,16.6,12.4,19.0,0.0,,,,,,
2003-03-03,16.9,12.1,19.0,,,,,,,
2003-03-04,16.4,14.8,18.3,,,,,,,
2003-03-05,15.1,10.6,17.0,,,,,,,
2003-03-06,16.1,12.4,,,,,,,,
2003-03-07,14.6,12.6,16.1,,,,,,,
2003-03-08,13.9,9.5,15.6,,,,,,,
2003-03-09,13.9,11.0,15.5,0.0,,,,,,
2003-03-10,13.7,8.4,15.4,,,,,,,
2003-03-11,13.8,8.5,16.4,,,,,,,
2003-03-13,15.4,13.2,20.5,0.0,,,,,,
2003-03-14,14.9,11.0,17.5,,,,,,,
2003-03-15,15.1,11.1,16.2,0.0,,,,,,
2003-03-16,12.8,10.6,13.4,4.1,,,,,,
2003-03-17,12.2,7.9,14.1,0.0,,,,,,
2003-03-19,13.1,10.7,16.0,,,,,,,
2003-03-20,12.8,7.4,15.5,1.0,,,,,,
2003-03-21,13.0,7.2,15.6,0.0,,,,,,
2003-03-22,16.3,10.5,19.0,,,,,,,
2003-03-23,14.7,10.4,16.6,,,,,,,
2003-03-24,13.8,8.7,15.7,,,,,,,
2003-03-26,15.7,11.5,18.1,,,,,,,
2003-03-27,16.4,12.1,19.0,,,,,,,
2003-03-28,17.3,12.2,22.2,,,,,,,
2003-03-29,17.2,13.3,20.5,,,,,,,
2003-03-31,16.4,12.1,18.6,23.1,,,,,,
2003-04-01,15.7,14.5,16.5,7.1,,,,,,
2003-04-02,15.7,11.6,19.1,0.0,,,,,,
2003-04-03,10.4,8.8,12.8,27.9,,,,,,
2003-04-05,12.3,10.2,14.0,31.0,,,,,,
2003-04-06,13.2,6.5,16.5,19.1,,,,,,
2003-04-07,15.1,8.9,20.2,0.0,,,,,,
2003-04-08,14.4,9.4,16.1,,,,,,,
2003-04-09,15.8,14.0,16.7,,,,,,,
2003-04-10,16.9,14.1,19.1,0.5,,,,,,
2003-04-11,18.9,13.8,22.4,0.0,,,,,,
2003-04-12,17.3,14.4,19.4,,,,,,,
2003-04-13,16.7,12.6,18.2,,,,,,,
2003-04-14,17.9,15.5,19.0,,,,,,,
2003-04-16,14.8,12.7,16.3,2.0,,,,,,
2003-04-17,16.6,14.1,,4.1,,,,,,
2003-04-18,16.2,12.4,18.2,0.0,,,,,,
2003-04-19,17.7,12.4,20.8,,,,,,,
2003-04-20,18.1,13.0,20.5,,,,,,,
2003-04-21,16.6,11.5,18.8,,,,,,,
2003-04-22,16.1,10.9,17.5,,,,,,,
2003-04-23,16.1,14.4,17.7,7.1,,,,,,
2003-04-24,16.5,12.3,18.6,0.5,,,,,,
2003-04-25,18.8,13.9,21.7,0.0,,,,,,
2003-04-26,19.2,14.8,22.0,,,,,,,
2003-04-28,18.9,14.6,21.2,,,,,,,
2003-05-01,17.8,14.7,,,,,,,,
2003-05-02,18.9,16.8,20.4,,,,,,,
2003-05-05,18.4,16.6,19.7,0.0,,,,,,
2003-05-07,17.8,12.1,21.8,,,,,,,
2003-05-08,17.4,6.2,19.0,182.4,,,,,,
2003-05-10,17.7,15.8,19.0,2.0,,,,,,
2003-05-11,17.9,12.8,20.1,0.0,,,,,,
2003-05-12,18.2,13.3,19.5,,,,,,,
2003-05-13,18.5,13.0,20.6,,,,,,,
2003-05-14,18.1,13.4,19.2,,,,,,,
2003-05-15,17.8,16.3,18.6,,,,,,,
2003-05-16,18.1,14.9,19.3,,,,,,,
2003-05-17,18.8,16.4,19.5,0.8,,,,,,
2003-05-18,18.7,12.5,20.7,1.0,,,,,,
2003-05-19,19.9,13.2,22.0,0.0,,,,,,
2003-05-20,20.4,16.5,22.3,,,,,,,
2003-05-21,18.8,15.6,20.2,,,,,,,
2003-05-31,20.5,15.1,,,,,,,,
2003-06-05,25.2,21.8,29.0,,,,,,,
2003-06-06,22.2,19.7,23.6,,,,,,,
2003-06-08,21.7,17.6,23.6,,,,,,,
2003-06-09,22.1,17.1,23.6,,,,,,,
2003-06-10,21.7,17.0,23.2,,,,,,,
2003-06-12,26.1,19.7,32.1,,,,,,,
2003-06-15,24.6,18.5,27.4,,,,,,,
2003-06-16,25.6,20.0,27.4,,,,,,,
2003-06-17,26.9,20.0,29.8,,,,,,,
2003-06-18,24.3,19.7,25.9,0.0,,,,,,
2003-06-19,23.9,19.8,25.2,,,,,,,
2003-06-20,23.4,18.1,25.7,,,,,,,
2003-06-21,23.7,18.6,28.0,,,,,,,
2003-06-22,25.7,20.0,28.6,,,,,,,
2003-06-23,27.2,24.1,29.5,,,,,,,
2003-06-24,28.0,24.5,32.4,,,,,,,
2003-06-25,25.4,21.0,33.6,,,,,,,
2003-06-26,25.8,19.2,27.2,,,,,,,
2003-06-27,28.2,24.1,32.7,,,,,,,
2003-06-28,26.6,22.3,28.8,,,,,,,
2003-07-01,28.5,24.0,,,,,,,,
2003-07-03,26.2,23.5,28.4,,,,,,,
2003-07-04,25.4,21.4,27.7,,,,,,,
2003-07-05,25.0,23.4,26.0,0.0,,,,,,
2003-07-06,25.3,22.6,,,,,,,,
2003-07-07,25.6,22.6,,,,,,,,
2003-07-08,24.7,19.5,26.2,,,,,,,
2003-07-09,26.0,19.5,28.0,,,,,,,
2003-07-10,26.1,22.2,28.7,,,,,,,
2003-07-11,26.3,21.5,28.4,,,,,,,
2003-07-12,26.7,21.2,29.6,,,,,,,
2003-07-13,27.3,24.2,29.0,,,,,,,
2003-07-14,26.9,22.9,29.0,,,,,,,
2003-07-15,27.2,22.9,,,,,,,,
2003-07-16,27.2,24.0,29.8,3.0,,,,,,
2003-07-17,26.8,25.0,,0.0,,,,,,
2003-07-18,27.3,24.9,29.7,,,,,,,
2003-07-19,27.7,24.6,29.8,,,,,,,
2003-07-20,29.2,23.5,30.4,,,,,,,
2003-07-21,28.4,26.2,30.5,,,,,,,
2003-07-23,28.8,26.5,30.5,,,,,,,
2003-07-25,28.2,24.2,30.4,,,,,,,
2003-07-28,28.1,23.6,30.5,,,,,,,
2003-07-30,26.7,22.1,28.3,,,,,,,
2003-07-31,26.3,22.2,28.5,,,,,,,
2003-08-01,27.2,22.0,29.1,,,,,,,
2003-08-02,26.5,21.5,29.4,,,,,,,
2003-08-04,26.4,21.4,28.4,,,,,,,
2003-08-05,26.9,22.6,29.7,,,,,,,
2003-08-06,26.6,21.6,28.8,,,,,,,
2003-08-07,26.8,22.5,29.4,,,,,,,
2003-08-08,26.4,22.6,28.9,,,,,,,
2003-08-09,27.8,24.3,,,,,,,,
2003-08-12,27.8,23.5,29.7,,,,,,,
2003-08-13,28.8,23.3,31.5,,,,,,,
2003-08-14,27.1,23.4,29.0,,,,,,,
2003-08-15,26.9,23.6,29.5,,,,,,,
2003-08-16,27.4,23.5,30.6,,,,,,,
2003-08-17,29.9,25.5,32.5,,,,,,,
2003-08-19,28.0,25.9,,,,,,,,
2003-08-20,27.6,24.7,29.7,,,,,,,
2003-08-21,30.2,25.2,36.5,,,,,,,
2003-08-22,28.6,25.5,30.4,0.5,,,,,,
2003-08-23,32.8,27.5,36.2,0.0,,,,,,
2003-08-26,27.0,22.4,29.6,,,,,,,
2003-08-28,27.8,25.0,29.7,,,,,,,
2003-08-29,29.5,27.4,32.0,,,,,,,
2003-08-30,27.4,24.4,29.5,,,,,,,
2003-08-31,28.1,24.0,29.7,,,,,,,
2003-09-01,28.4,24.5,30.2,,,,,,,
2003-09-02,27.3,23.2,30.0,,,,,,,
2003-09-03,27.7,24.5,29.3,,,,,,,
2003-09-04,27.1,25.2,28.2,,,,,,,
2003-09-05,27.1,24.5,29.6,,,,,,,
2003-09-06,26.5,23.4,27.8,,,,,,,
2003-09-07,25.5,23.0,28.0,,,,,,,
2003-09-09,26.2,23.0,,,,,,,,
2003-09-10,24.7,21.1,,0.5,,,,,,
2003-09-11,24.2,18.6,26.8,0.0,,,,,,
2003-09-13,25.1,20.0,,,,,,,,
2003-09-14,22.9,20.0,25.6,,,,,,,
2003-09-15,20.8,17.5,24.2,3.0,,,,,,
2003-09-18,22.6,18.0,25.2,4.1,,,,,,
2003-09-19,23.3,19.0,26.0,0.0,,,,,,
2003-09-21,24.0,19.5,26.5,,,,,,,
2003-09-22,24.8,20.2,27.7,,,,,,,
2003-09-24,23.8,18.8,26.4,,,,,,,
2003-09-25,23.5,21.0,24.8,,,,,,,
2003-09-28,26.2,18.8,32.0,,,,,,,
2003-09-30,23.9,19.9,25.3,,,,,,,
2003-10-01,26.6,23.5,29.7,,,,,,,
2003-10-02,24.8,23.2,26.6,,,,,,,
2003-10-03,25.7,22.2,28.9,,,,,,,
2003-10-04,23.5,21.5,24.8,,,,,,,
2003-10-06,21.1,20.0,22.0,1.0,,,,,,
2003-10-07,21.3,19.0,22.4,4.1,,,,,,
2003-10-08,21.1,17.5,23.0,0.3,,,,,,
2003-10-09,21.2,16.8,22.9,0.0,,,,,,
2003-10-10,20.9,16.9,23.8,,,,,,,
2003-10-11,21.4,17.0,23.6,,,,,,,
2003-10-12,22.3,19.4,24.0,,,,,,,
2003-10-13,22.8,21.0,24.7,0.0,,,,,,
2003-10-14,21.9,19.3,25.0,19.1,,,,,,
2003-10-15,22.2,17.8,25.6,0.0,,,,,,
2003-10-16,21.6,15.4,24.5,,,,,,,
2003-10-17,19.2,17.4,21.6,3.0,,,,,,
2003-10-18,20.8,15.4,23.6,18.0,,,,,,
2003-10-19,21.7,16.0,,0.0,,,,,,
2003-10-20,23.7,20.0,27.5,,,,,,,
2003-10-22,20.8,18.2,23.0,,,,,,,
2003-10-23,19.4,18.2,20.6,3.0,,,,,,
2003-10-25,18.0,12.5,20.5,0.0,,,,,,
2003-10-26,23.4,16.4,28.3,,,,,,,
2003-10-27,21.7,17.1,26.6,,,,,,,
2003-10-28,21.2,18.5,24.3,0.5,,,,,,
2003-10-29,21.8,17.3,24.4,0.0,,,,,,
2003-10-30,17.8,17.2,19.3,2.0,,,,,,
2003-10-31,22.4,14.6,26.6,0.0,,,,,,
2003-11-02,17.3,13.4,20.4,18.0,,,,,,
2003-11-03,18.9,13.0,23.0,0.0,,,,,,
2003-11-04,17.9,14.0,21.0,,,,,,,
2003-11-06,17.5,12.2,20.3,,,,,,,
2003-11-07,18.3,12.8,23.4,,,,,,,
2003-11-09,18.7,15.0,21.3,,,,,,,
2003-11-12,18.2,15.8,20.8,4.1,,,,,,
2003-11-13,17.6,15.4,19.4,0.0,,,,,,
2003-11-18,19.4,18.6,,,,,,,,
2003-11-19,18.6,16.5,,0.5,,,,,,
2003-11-20,15.7,14.6,16.7,8.9,,,,,,
2003-11-21,17.1,13.4,,5.1,,,,,,
2003-11-22,20.2,13.4,24.0,3.0,,,,,,
2003-11-26,16.8,11.8,18.6,8.9,,,,,,
2003-11-27,15.6,12.2,18.5,0.5,,,,,,
2003-11-28,15.0,11.6,16.8,4.1,,,,,,
2003-11-30,16.1,11.5,20.9,0.0,,,,,,
2003-12-01,18.5,11.6,22.5,0.0,,,,,,
2003-12-02,13.6,11.0,15.6,0.0,,,,,,
2003-12-03,8.8,7.1,10.9,1.8,,,,,,
2003-12-04,13.4,8.0,17.4,3.6,,,,,,
2003-12-05,14.5,9.8,17.9,0.0,,,,,,
2003-12-06,16.3,10.9,20.3,0.0,,,,,,
2003-12-07,16.7,10.9,19.8,0.0,,,,,,
2003-12-09,14.2,12.0,,0.5,,,,,,
2003-12-10,10.7,9.3,11.8,1.8,,,,,,
2003-12-11,14.7,8.3,15.3,2.8,,,,,,
2003-12-12,15.3,14.4,,2.0,,,,,,
2003-12-17,11.9,7.8,15.1,0.0,,,,,,
2003-12-18,16.2,10.8,18.9,0.0,,,,,,
2003-12-19,15.4,13.5,17.7,0.3,,,,,,
2003-12-21,15.0,9.5,20.8,0.0,,,,,,
2003-12-22,14.8,12.0,16.4,0.0,,,,,,
2003-12-23,10.9,9.0,12.0,2.0,,,,,,
2003-12-26,11.2,7.4,14.8,0.0,,,,,,
2003-12-27,12.3,8.1,16.8,0.0,,,,,,
2003-12-28,13.9,7.1,17.4,0.0,,,,,,
2003-12-29,11.9,8.6,13.8,9.9,,,,,,
2003-12-30,14.4,9.1,15.6,14.0,,,,,,
2004-01-03,12.4,8.4,13.2,7.1,,,,,,
2004-01-04,10.5,6.6,14.1,5.1,,,,,,
2004-01-05,12.0,7.8,15.5,0.0,,,,,,
2004-01-06,12.5,8.0,15.7,0.0,,,,,,
2004-01-07,13.5,9.1,17.1,0.0,,,,,,
2004-01-08,14.7,8.9,17.6,0.0,,,,,,
2004-01-10,16.8,14.4,19.0,0.0,,,,,,
2004-01-12,16.2,11.6,21.0,0.0,,,,,,
2004-01-13,17.2,12.0,22.3,0.0,,,,,,
2004-01-16,14.2,8.4,18.4,0.0,,,,,,
2004-01-17,14.8,10.5,18.6,0.0,,,,,,
2004-01-19,8.2,6.4,10.2,37.1,,,,,,
2004-01-21,12.8,9.0,,3.0,,,,,,
2004-01-23,13.7,9.3,16.7,0.0,,,,,,
2004-01-24,14.4,13.5,15.5,0.0,,,,,,
2004-01-25,15.2,13.4,,7.1,,,,,,
2004-01-27,16.6,12.5,19.2,0.0,,,,,,
2004-01-29,10.4,6.2,15.2,42.9,,,,,,
2004-01-30,11.7,7.5,,0.0,,,,,,
2004-02-01,14.9,10.4,,0.0,,,,,,
2004-02-02,14.1,10.6,17.4,0.0,,,,,,
2004-02-04,14.2,10.2,15.7,0.0,,,,,,
2004-02-05,12.7,8.5,15.6,0.0,,,,,,
2004-02-06,13.2,8.4,,0.0,,,,,,
2004-02-08,14.3,13.5,14.9,0.0,,,,,,
2004-02-09,13.9,12.0,15.4,0.0,,,,,,
2004-02-10,12.1,7.4,14.4,0.0,,,,,,
2004-02-11,11.8,6.6,14.2,0.0,,,,,,
2004-02-14,12.6,6.5,16.3,0.0,,,,,,
2004-02-15,13.3,7.9,16.2,0.0,,,,,,
2004-02-18,11.7,9.4,13.2,7.9,,,,,,
2004-02-20,15.9,11.4,,0.5,,,,,,
2004-02-22,15.2,12.8,17.4,3.0,,,,,,
2004-02-23,16.4,10.2,20.1,0.0,,,,,,
2004-02-25,15.8,11.0,22.2,0.0,,,,,,
2004-02-29,10.7,7.2,,3.0,,,,,,
2004-03-02,4.5,2.0,,19.1,,,,,,
2004-03-07,14.1,13.0,16.0,4.1,,,,,,
2025-01-29,14.9,11.7,,9.9,,,,,,
2025-01-30,16.0,12.3,,0.0,,,,,,
2025-01-31,13.2,9.3,,6.1,,,,,,
2025-02-01,12.3,9.3,,0.0,,,,,,
2025-02-02,10.8,8.4,,3.0,,,,,,
2025-02-03,11.1,9.3,,11.9,,,,,,
2025-02-04,12.8,7.9,,7.1,,,,,,
2025-02-05,13.8,9.5,,0.0,,,,,,
2025-02-06,12.8,7.8,,1.0,,,,,,
2025-02-07,12.3,7.8,,0.0,,,,,,
2025-02-08,14.9,8.0,,,,,,,,
2025-02-09,12.7,7.0,,0.5,,,,,,
2025-02-10,13.0,6.3,,0.0,,,,,,
2025-02-11,17.3,9.5,19.3,0.0,,,14.2,,1020.0,
2025-02-12,19.0,11.2,19.9,2.4,,,20.3,,1018.1,
2025-02-13,13.0,11.2,14.5,5.1,,,22.7,,1018.5,
2025-02-14,15.2,11.9,16.8,25.9,,,19.2,,1019.8,
2025-02-15,15.2,10.6,17.1,0.0,,,15.7,,1016.3,
2025-02-16,15.4,10.1,19.1,0.0,,,18.3,,1013.4,
2025-02-17,16.1,10.3,16.9,0.0,,,15.3,,1017.0,
2025-02-18,15.3,9.4,20.5,0.0,,,13.6,,1016.4,
2025-02-19,20.6,14.2,21.8,0.0,,,17.8,,1019.1,
2025-02-20,15.5,10.7,17.4,0.0,,,16.0,,1025.5,
2025-02-21,15.8,12.3,16.8,0.0,,,16.6,,1026.1,
2025-02-22,20.4,10.7,21.7,0.0,,,22.8,,1022.6,
2025-02-23,16.0,13.3,17.3,0.9,,,13.7,,1026.2,
2025-02-24,15.6,10.9,16.2,0.0,,,10.0,,1029.6,
2025-02-25,17.4,12.1,18.9,0.0,,,18.6,,1024.5,
2025-02-26,13.2,10.8,15.1,14.1,,,19.2,,1024.4,
2025-02-27,13.8,8.4,16.9,1.0,,,19.4,,1021.6,
2025-02-28,15.9,10.6,18.5,0.0,,,15.3,,1015.9,
2025-03-01,16.1,13.9,17.6,0.0,,,25.6,,1012.0,
2025-03-02,15.9,15.0,15.6,0.7,,,18.8,,1016.4,
2025-03-03,15.9,10.8,20.0,2.0,,,21.0,,1016.7,
2025-03-04,17.8,13.5,19.7,0.0,,,14.6,,1015.5,
2025-03-05,16.2,12.8,19.3,0.0,,,14.8,,1015.6,
2025-03-06,16.6,13.6,18.9,0.5,,,17.1,,1013.7,
2025-03-07,16.6,12.8,17.1,0.8,,,10.0,,1012.7,
2025-03-08,17.6,11.7,22.2,0.0,,,18.3,,1008.0,
2025-03-09,15.6,13.2,20.4,0.3,,,21.2,,1005.4,
2025-03-10,16.5,9.8,18.8,2.0,,,13.8,,1006.1,
2025-03-11,18.5,12.9,20.8,1.0,,,16.6,,1007.2,
2025-03-12,16.3,13.1,16.7,6.1,,,35.5,,1005.5,
2025-03-13,16.9,14.5,22.0,12.7,,,23.0,,1002.7,
2025-03-14,17.1,13.8,,7.9,,,,,,
2025-03-15,14.9,13.1,,0.0,,,,,,
2025-03-16,15.7,9.8,,1.0,,,,,,
2025-03-17,16.3,11.1,,0.0,,,,,,
2025-03-18,16.8,12.7,,,,,,,,
2025-03-19,17.3,13.9,,,,,,,,
2025-03-20,20.6,13.5,,,,,,,,
2025-03-22,17.7,12.2,19.4,0.0,,,17.1,,1013.5,
2025-03-23,16.7,12.9,17.2,0.0,,,26.1,,1012.1,
2025-03-24,15.7,10.4,16.0,0.2,,,28.1,,1015.3,
2025-03-25,15.2,10.4,16.0,0.0,,,13.9,,1019.8,
2025-03-26,15.6,9.8,14.6,0.5,,,19.0,,1019.5,
2025-03-27,15.1,10.6,15.8,0.0,,,16.1,,1017.1,
2025-03-28,16.8,11.2,17.7,0.5,,,19.7,,1015.5,
2025-03-29,15.8,13.0,16.2,0.0,,,29.3,,1015.2,
2025-03-30,15.2,10.0,15.9,0.8,,,35.0,,1018.3,
2025-03-31,16.3,9.8,17.7,3.0,,,20.4,,1018.5,
2025-04-01,16.1,8.6,17.3,0.0,,,15.3,,1010.7,
2025-04-02,16.3,9.1,20.0,0.0,,,19.6,,1007.4,
2025-04-03,18.1,11.8,24.1,0.0,,,19.4,,1011.4,
2025-04-04,22.1,14.0,25.9,0.0,,,24.2,,1011.4,
2025-04-05,19.7,15.4,20.0,0.0,,,22.7,,1014.2,
2025-04-06,18.0,13.2,18.6,0.1,,,21.5,,1013.8,
2025-04-07,18.4,14.7,19.3,0.0,,,20.2,,1017.6,
2025-04-08,17.8,12.0,19.4,0.0,,,14.6,,1021.7,
2025-04-09,16.8,11.4,20.7,0.0,,,27.2,,1017.2,
2025-04-10,17.7,13.6,19.0,0.0,,,33.7,,1016.7,
2025-04-11,17.9,14.4,26.0,0.0,,,34.0,,1015.0,
2025-04-12,23.0,19.6,26.8,0.6,,,26.6,,1012.3,
2025-04-13,19.9,18.3,21.5,7.2,,,21.2,,1009.6,
2025-04-14,18.7,17.1,18.1,9.9,,,24.4,,1008.7,
2025-04-15,17.0,14.6,20.7,8.0,,,19.8,,1008.8,
2025-04-16,14.2,11.9,15.1,8.9,,,42.7,,1010.9,
2025-04-17,17.5,12.7,17.6,7.1,,,33.8,,1017.4,
2025-04-18,18.6,13.3,22.0,0.0,,,16.0,,1016.1,
2025-04-19,21.1,17.3,22.0,0.6,,,25.0,,1010.6,
2025-04-20,14.4,12.3,16.0,17.3,,,21.8,,1013.1,
2025-04-21,17.1,11.7,17.7,9.9,,,20.3,,1016.3,
2025-04-22,17.8,11.5,19.0,0.0,,,13.2,,1018.9,
2025-04-23,18.1,13.0,18.8,1.2,,,9.2,,1021.8,
2025-04-24,18.4,11.5,19.9,0.0,,,11.0,,1019.6,
2025-04-25,18.3,13.2,20.4,0.0,,,20.5,,1015.2,
2025-04-26,20.7,13.6,21.4,0.0,,,13.8,,1015.0,
2025-04-27,18.7,17.7,17.6,2.4,,,16.2,,1019.6,
2025-04-28,18.4,11.9,18.1,0.8,,,12.3,,1020.8,
2025-04-29,18.0,11.4,19.7,0.0,,,30.0,,1017.3,
2025-04-30,20.7,15.6,25.0,0.0,,,21.1,,1013.7,
2025-05-01,22.3,16.5,26.8,0.0,,,19.4,,1014.0,
2025-05-02,25.8,19.3,27.8,0.0,,,19.7,,1014.9,
2025-05-03,22.0,17.5,25.3,1.6,,,24.3,,1013.7,
2025-05-04,19.2,17.0,22.3,2.3,,,24.8,,1013.7,
2025-05-05,18.5,16.7,20.8,0.0,,,23.9,,1012.2,
2025-05-06,17.9,15.4,20.8,0.0,,,16.9,,1013.1,
2025-05-07,17.8,15.2,21.3,2.3,,,21.6,,1013.4,
2025-05-08,18.1,16.1,20.1,0.0,,,12.8,,1011.1,
2025-05-09,17.7,14.6,19.7,0.2,,,13.6,,1013.3,
2025-05-10,21.3,15.1,21.9,1.0,,,25.4,,1011.8,
2025-05-11,20.5,15.8,20.8,4.1,,,19.0,,1013.0,
2025-05-12,20.3,13.9,21.3,0.5,,,13.2,,1014.9,
2025-05-13,18.8,14.4,19.3,0.0,,,16.7,,1014.1,
2025-05-14,18.4,16.1,18.9,0.5,,,23.6,,1010.7,
2025-05-15,16.4,15.8,17.0,31.1,,,20.5,,1011.6,
2025-05-16,19.6,14.7,19.8,6.1,,,22.4,,1016.4,
2025-05-17,20.3,13.5,22.6,0.0,,,18.7,,1016.6,
2025-05-18,21.6,14.9,24.8,0.0,,,13.5,,1015.0,
2025-05-19,22.8,18.1,26.1,0.0,,,20.2,,1015.1,
2025-05-20,21.2,18.7,21.7,3.0,,,16.1,,1018.2,
2025-05-21,20.8,13.9,22.2,0.0,,,17.4,,1017.8,
2025-05-22,20.9,14.4,22.3,0.0,,,11.4,,1014.4,
2025-05-23,18.0,17.6,18.8,2.0,,,31.5,,1015.6,
2025-05-24,19.8,13.1,19.7,4.1,,,14.6,,1019.8,
2025-05-25,21.4,14.1,21.9,0.0,,,12.3,,1021.6,
2025-05-26,21.7,16.1,23.8,0.0,,,18.2,,1019.8,
2025-05-27,20.8,15.4,23.7,0.0,,,25.6,,1020.3,
2025-05-28,21.2,15.0,23.7,0.0,,,23.6,,1022.7,
2025-05-29,23.1,15.1,25.0,0.0,,,18.6,,1022.4,
2025-05-30,23.4,16.6,25.4,0.0,,,21.7,,1020.5,
2025-05-31,22.4,15.6,24.7,0.0,,,17.7,,1019.7,
