time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2004-03-07,12.8,8.5,17.8,0.0,,,,,,
2009-04-09,13.1,3.6,18.5,0.0,,,,,,
2009-04-10,16.3,4.7,22.5,0.0,,,,,,
2009-04-11,6.7,,8.5,2.0,,,,,,
2009-04-12,10.4,1.7,15.4,39.1,,,,,,
2009-04-13,9.4,2.5,13.3,0.0,,,,,,
2009-04-14,14.3,2.7,20.8,0.0,,,,,,
2009-04-15,19.1,7.1,24.8,0.0,,,,,,
2009-04-16,17.8,8.9,23.0,0.0,,,,,,
2009-04-17,16.7,9.1,21.4,0.0,,,,,,
2009-04-18,14.8,9.3,18.9,0.0,,,,,,
2009-04-19,12.8,5.8,18.0,0.0,,,,,,
2009-04-20,14.5,6.7,18.6,2.0,,,,,,
2009-04-21,13.1,3.2,18.5,0.0,,,,,,
2009-04-22,13.8,5.9,16.9,0.3,,,,,,
2009-04-23,17.1,6.9,22.5,0.0,,,,,,
2009-04-24,20.2,6.1,26.5,0.0,,,,,,
2009-04-25,24.3,15.7,29.1,0.0,,,,,,
2009-04-26,22.7,15.6,27.6,0.0,,,,,,
2009-04-27,15.3,9.0,19.7,0.0,,,,,,
2009-04-28,16.8,2.7,22.8,0.0,,,,,,
2009-04-29,18.5,6.8,23.8,0.0,,,,,,
2009-04-30,19.2,8.4,24.2,0.0,,,,,,
2009-05-01,17.6,8.7,23.4,0.0,,,,,,
2009-05-02,17.7,9.7,21.5,0.5,,,,,,
2009-05-03,19.1,7.8,24.4,0.0,,,,,,
2009-05-04,21.1,9.0,26.5,0.0,,,,,,
2009-05-05,21.3,14.0,25.6,0.0,,,,,,
2009-05-06,19.2,10.2,23.8,0.0,,,,,,
2009-05-07,20.7,8.7,25.9,0.0,,,,,,
2009-05-08,23.1,10.2,28.3,0.0,,,,,,
2009-05-09,24.5,11.0,29.4,0.0,,,,,,
2009-05-10,25.3,12.7,30.3,0.0,,,,,,
2009-05-12,26.1,14.7,31.7,0.0,,,,,,
2009-05-13,27.1,15.4,33.9,0.0,,,,,,
2009-05-14,22.6,16.6,27.3,0.0,,,,,,
2009-05-15,17.5,14.0,20.8,7.1,,,,,,
2009-05-16,18.9,,23.9,1.0,,,,,,
2009-05-17,23.5,7.2,30.5,0.0,,,,,,
2009-05-18,26.7,12.1,32.1,0.0,,,,,,
2009-05-19,29.7,15.9,35.7,0.0,,,,,,
2009-05-20,31.1,18.7,37.6,0.0,,,,,,
2009-05-21,31.4,18.0,37.4,0.0,,,,,,
2009-05-22,31.7,18.9,36.9,0.0,,,,,,
2009-05-23,29.2,21.5,34.0,0.0,,,,,,
2009-05-24,29.4,16.2,35.7,0.0,,,,,,
2009-05-25,31.6,17.7,39.3,0.0,,,,,,
2009-05-26,30.7,16.9,37.7,0.0,,,,,,
2009-05-27,25.7,20.5,30.4,0.0,,,,,,
2009-05-28,27.6,17.0,32.4,0.0,,,,,,
2009-05-29,27.5,15.6,33.4,0.0,,,,,,
2009-05-30,26.8,20.3,33.5,0.0,,,,,,
2009-05-31,29.6,19.2,35.7,0.3,,,,,,
2009-06-01,28.1,15.7,33.3,0.5,,,,,,
2009-06-02,29.3,14.4,35.0,0.0,,,,,,
2009-06-03,29.7,17.7,34.5,0.0,,,,,,
2009-06-04,30.6,,33.9,,,,,,,
2009-06-05,31.7,18.5,37.0,0.0,,,,,,
2009-06-06,28.8,17.3,34.5,0.0,,,,,,
2009-06-07,28.2,18.3,32.8,0.0,,,,,,
2009-06-08,33.5,,37.6,,,,,,,
2009-06-09,29.7,18.9,36.1,0.0,,,,,,
2009-06-10,31.2,19.0,37.9,0.0,,,,,,
2009-06-12,33.4,21.3,39.6,0.0,,,,,,
2009-06-13,33.2,19.9,39.7,2.0,,,,,,
2009-06-14,33.4,20.6,38.6,0.0,,,,,,
2009-06-15,32.0,19.9,37.4,0.0,,,,,,
2009-06-16,32.6,20.0,37.6,0.0,,,,,,
2009-06-29,32.0,23.4,38.0,0.0,,,,,,
2009-06-30,33.5,22.3,38.6,0.0,,,,,,
2009-07-01,33.4,23.7,37.8,0.0,,,,,,
2009-07-02,34.1,22.6,39.4,0.0,,,,,,
2009-07-03,35.9,23.5,41.5,0.0,,,,,,
2009-07-04,36.0,25.7,40.5,0.0,,,,,,
2009-07-05,34.9,23.3,40.6,0.0,,,,,,
2009-07-06,34.9,23.3,40.6,0.0,,,,,,
2009-07-07,35.8,24.7,41.4,0.0,,,,,,
2009-07-09,35.9,25.2,42.4,1.0,,,,,,
2009-07-10,31.3,21.1,37.5,4.1,,,,,,
2009-07-20,32.7,24.3,37.7,0.0,,,,,,
2009-07-21,35.6,23.3,41.3,0.0,,,,,,
2009-07-22,37.6,25.3,43.6,0.0,,,,,,
2009-07-24,36.7,25.7,42.8,0.0,,,,,,
2009-07-25,38.1,24.5,44.2,0.0,,,,,,
2009-07-26,37.3,27.4,44.0,0.0,,,,,,
2009-07-27,36.8,,41.7,0.0,,,,,,
2009-07-28,38.2,26.4,44.0,0.0,,,,,,
2009-07-29,38.3,26.2,43.7,0.0,,,,,,
2009-07-30,36.2,22.4,42.3,0.0,,,,,,
2009-07-31,33.4,23.6,38.7,0.0,,,,,,
2009-08-01,33.4,23.9,39.0,0.0,,,,,,
2009-08-03,34.5,22.3,42.1,0.0,,,,,,
2009-08-04,33.5,19.9,40.8,0.0,,,,,,
2009-08-05,32.6,23.8,39.6,0.0,,,,,,
2009-08-09,33.2,23.4,40.0,0.0,,,,,,
2009-08-10,33.8,25.3,41.7,0.0,,,,,,
2009-08-12,33.8,25.3,41.0,0.0,,,,,,
2009-08-13,34.9,28.1,41.7,2.0,,,,,,
2009-08-16,36.4,28.2,42.8,0.0,,,,,,
2009-08-17,33.0,26.4,38.7,0.0,,,,,,
2009-08-18,32.2,25.3,37.4,0.0,,,,,,
2009-08-20,31.4,23.5,37.6,0.0,,,,,,
2009-08-21,30.7,22.5,37.3,0.0,,,,,,
2009-08-23,32.0,22.5,38.1,0.0,,,,,,
2009-08-24,34.0,25.9,40.6,0.0,,,,,,
2009-08-25,31.9,22.3,40.1,0.0,,,,,,
2009-08-26,31.5,24.0,40.0,0.0,,,,,,
2009-08-27,31.9,23.6,38.5,1.0,,,,,,
2009-08-28,30.2,23.3,36.1,0.0,,,,,,
2009-08-30,29.3,21.5,35.8,0.0,,,,,,
2009-08-31,29.5,21.0,37.0,0.0,,,,,,
2009-11-01,19.4,12.0,24.0,0.0,,,,,,
2009-11-03,19.2,11.0,25.0,0.0,,,,,,
2009-11-04,18.6,9.5,24.9,0.0,,,,,,
2009-11-05,17.3,,22.9,0.0,,,,,,
2009-11-06,12.3,8.0,17.0,0.8,,,,,,
2009-11-07,12.9,4.0,18.0,0.0,,,,,,
2009-11-08,13.8,10.5,17.0,0.0,,,,,,
2009-11-09,10.2,,13.5,0.0,,,,,,
2009-11-10,10.8,3.5,16.0,0.0,,,,,,
2009-11-12,14.2,5.0,21.4,0.0,,,,,,
2009-11-13,16.2,6.3,23.5,2.0,,,,,,
2009-11-14,16.2,6.3,24.0,0.0,,,,,,
2009-11-16,15.8,6.0,24.5,0.0,,,,,,
2009-11-17,16.3,6.0,25.0,0.0,,,,,,
2009-11-18,16.3,6.0,24.5,0.0,,,,,,
2009-11-19,14.8,7.5,21.3,0.0,,,,,,
2009-11-20,16.0,5.5,23.0,0.0,,,,,,
2009-11-21,13.9,5.0,21.5,,,,,,,
2009-11-22,14.2,5.5,21.0,0.0,,,,,,
2009-11-23,14.2,5.0,21.0,0.0,,,,,,
2009-11-25,11.8,3.5,19.3,0.0,,,,,,
2009-11-26,12.2,4.0,19.5,0.0,,,,,,
2009-11-27,15.6,8.2,23.0,0.0,,,,,,
2009-11-28,14.1,6.5,24.0,0.0,,,,,,
2009-11-29,15.9,,19.5,,,,,,,
2009-11-30,10.3,4.0,12.5,0.0,,,,,,
2009-12-01,8.7,2.0,13.5,3.0,,,,,,
2009-12-02,8.3,0.5,13.5,0.0,,,,,,
2009-12-04,11.3,,14.5,4.1,,,,,,
2009-12-05,10.7,1.5,17.0,0.0,,,,,,
2009-12-06,10.2,1.9,18.1,0.0,,,,,,
2009-12-07,9.7,1.2,17.4,0.0,,,,,,
2009-12-08,8.9,0.0,17.0,0.0,,,,,,
2009-12-09,10.4,2.5,17.0,0.0,,,,,,
2009-12-10,11.3,3.0,18.2,0.0,,,,,,
2009-12-11,9.8,2.0,16.0,0.0,,,,,,
2009-12-12,8.9,0.5,16.5,0.0,,,,,,
2009-12-13,9.8,2.0,16.0,0.0,,,,,,
2009-12-14,10.5,3.5,15.5,0.0,,,,,,
2009-12-15,7.3,3.5,16.0,11.9,,,,,,
2009-12-16,6.4,0.5,11.0,0.0,,,,,,
2009-12-17,10.5,4.3,16.5,0.0,,,,,,
2009-12-18,10.7,5.0,15.1,0.0,,,,,,
2009-12-20,7.8,5.0,12.5,11.9,,,,,,
2009-12-21,8.8,-0.5,12.0,0.0,,,,,,
2009-12-22,10.5,,15.2,0.0,,,,,,
2009-12-23,12.0,4.7,16.0,0.0,,,,,,
2009-12-24,16.3,10.1,21.0,0.0,,,,,,
2009-12-25,17.1,13.5,23.0,0.3,,,,,,
2009-12-26,14.0,3.0,20.5,1.0,,,,,,
2009-12-27,13.3,10.0,19.5,7.1,,,,,,
2009-12-28,11.2,3.0,17.5,0.0,,,,,,
2009-12-29,11.3,3.5,19.0,0.0,,,,,,
2009-12-30,13.0,4.0,20.7,0.0,,,,,,
2010-01-01,12.9,5.5,16.0,0.0,,,,,,
2010-01-02,9.9,3.5,16.5,0.0,,,,,,
2010-01-03,10.9,2.0,18.5,0.0,,,,,,
2010-01-04,10.4,3.5,18.0,0.0,,,,,,
2010-01-05,10.6,2.5,18.3,0.0,,,,,,
2010-01-07,11.2,4.8,14.5,0.0,,,,,,
2010-01-08,8.0,,9.5,3.0,,,,,,
2010-01-09,4.2,0.5,8.0,2.0,,,,,,
2010-01-10,5.1,,9.0,0.0,,,,,,
2010-01-11,8.7,2.5,12.0,0.0,,,,,,
2010-01-12,9.0,2.5,13.5,0.0,,,,,,
2010-01-13,12.7,8.5,16.4,0.3,,,,,,
2010-01-15,10.4,6.2,15.0,1.0,,,,,,
2010-01-16,9.2,4.5,14.0,0.0,,,,,,
2010-01-17,9.9,2.5,16.0,0.0,,,,,,
2010-01-18,11.0,3.5,17.5,0.0,,,,,,
2010-01-19,10.8,3.5,17.7,0.0,,,,,,
2010-01-20,13.1,7.3,18.5,0.0,,,,,,
2010-01-21,11.5,5.4,16.9,0.0,,,,,,
2010-01-22,8.3,1.9,14.2,0.0,,,,,,
2010-01-23,9.5,2.0,15.5,0.0,,,,,,
2010-01-24,10.7,2.5,17.5,0.0,,,,,,
2010-01-25,12.3,4.5,18.0,0.0,,,,,,
2010-01-26,11.7,7.5,14.0,0.0,,,,,,
2010-01-28,8.9,2.1,15.4,0.0,,,,,,
2010-01-29,8.4,2.3,14.2,0.0,,,,,,
2010-01-30,9.8,4.0,14.0,0.0,,,,,,
2010-01-31,8.8,0.0,15.0,0.0,,,,,,
2010-02-01,8.3,1.0,14.5,0.0,,,,,,
2010-02-02,7.5,2.0,13.1,0.0,,,,,,
2010-02-03,9.5,-0.4,15.4,0.0,,,,,,
2010-02-04,10.8,5.5,15.0,0.0,,,,,,
2010-02-05,13.7,7.4,19.0,0.0,,,,,,
2010-02-06,13.7,6.5,18.5,0.0,,,,,,
2010-02-07,13.7,,17.5,0.0,,,,,,
2010-02-08,10.1,2.5,14.3,0.0,,,,,,
2010-02-09,10.7,7.9,13.8,1.0,,,,,,
2010-02-10,9.6,2.7,14.0,1.0,,,,,,
2010-02-11,9.2,2.0,13.0,0.3,,,,,,
2010-02-12,5.7,-0.5,10.0,39.9,,,,,,
2010-02-13,4.7,3.0,6.5,0.0,,,,,,
2010-02-14,8.0,3.5,12.1,21.1,,,,,,
2010-02-15,8.3,2.5,12.9,0.0,,,,,,
2010-02-16,11.1,6.0,16.0,5.1,,,,,,
2010-02-17,16.1,10.0,20.5,0.0,,,,,,
2010-02-18,16.1,7.0,21.7,3.0,,,,,,
2010-02-19,13.1,10.0,18.5,7.9,,,,,,
2010-02-21,9.8,3.1,14.5,0.0,,,,,,
2010-02-22,15.2,8.0,21.4,1.0,,,,,,
2010-02-23,14.8,7.9,19.0,0.0,,,,,,
2010-02-24,14.8,7.0,19.5,0.0,,,,,,
2010-02-25,14.8,4.0,22.5,0.0,,,,,,
2010-02-26,16.5,8.0,22.0,0.0,,,,,,
2010-02-27,20.3,9.5,26.5,0.0,,,,,,
2010-02-28,23.3,14.5,29.3,0.0,,,,,,
2010-03-01,17.7,12.5,21.6,0.0,,,,,,
2010-03-03,19.2,13.0,22.0,0.0,,,,,,
2010-03-04,14.6,1.0,20.0,0.0,,,,,,
2010-03-05,15.0,4.6,23.0,0.0,,,,,,
2010-03-06,17.1,11.5,21.0,0.0,,,,,,
2010-03-07,12.7,10.7,15.5,0.0,,,,,,
2010-03-08,11.6,3.3,16.0,0.3,,,,,,
2010-03-09,10.8,9.0,13.8,11.9,,,,,,
2010-03-10,8.2,1.0,12.5,2.0,,,,,,
2010-03-11,9.8,0.0,14.0,0.0,,,,,,
2010-03-12,11.9,8.5,15.5,0.0,,,,,,
2010-03-13,10.3,5.5,14.1,2.0,,,,,,
2010-03-14,10.7,5.5,14.5,0.0,,,,,,
2010-03-15,10.5,1.2,15.0,0.0,,,,,,
2010-03-16,11.1,1.0,16.0,0.0,,,,,,
2010-03-17,13.2,2.0,20.9,0.0,,,,,,
2010-03-18,14.3,3.1,21.0,0.0,,,,,,
2010-03-19,16.6,4.0,22.7,0.0,,,,,,
2010-03-20,18.8,9.7,26.2,0.0,,,,,,
2010-03-21,18.3,9.3,24.5,0.0,,,,,,
2010-03-22,17.9,8.0,24.0,0.0,,,,,,
2010-03-23,17.3,7.6,22.6,0.0,,,,,,
2010-03-24,19.6,11.3,24.5,0.0,,,,,,
2010-03-25,22.3,13.3,27.5,0.0,,,,,,
2010-03-27,18.8,10.3,24.6,0.0,,,,,,
2010-03-29,23.6,,28.0,,,,,,,
2010-03-30,18.4,11.0,23.2,0.0,,,,,,
2010-03-31,16.1,6.4,21.0,0.0,,,,,,
2010-04-01,17.2,8.0,22.3,0.0,,,,,,
2010-04-02,16.1,6.0,22.1,0.0,,,,,,
2010-04-03,19.7,8.5,25.5,0.0,,,,,,
2010-04-04,19.9,10.5,24.5,0.0,,,,,,
2010-04-05,18.7,11.4,22.9,0.0,,,,,,
2010-04-06,17.9,14.0,21.0,0.0,,,,,,
2010-04-07,20.3,10.3,24.7,0.0,,,,,,
2010-04-08,16.7,8.6,23.0,0.0,,,,,,
2010-04-09,15.4,7.5,20.5,0.0,,,,,,
2010-04-10,17.4,7.8,22.7,0.0,,,,,,
2010-04-11,16.8,8.5,23.2,0.0,,,,,,
2010-04-12,18.9,10.5,24.0,6.1,,,,,,
2010-04-13,19.8,9.0,25.0,0.0,,,,,,
2010-04-14,24.2,13.4,30.8,0.0,,,,,,
2010-04-15,21.1,,28.4,0.0,,,,,,
2010-04-16,23.1,13.8,29.6,2.0,,,,,,
2010-04-17,19.2,9.0,26.5,0.0,,,,,,
2010-04-18,17.8,12.3,22.5,23.9,,,,,,
2010-04-19,18.4,9.0,23.5,0.0,,,,,,
2010-04-20,20.0,10.0,26.0,0.0,,,,,,
2010-04-21,24.1,13.0,30.5,0.0,,,,,,
2010-04-22,17.9,,23.0,0.0,,,,,,
2010-04-23,17.8,10.3,23.0,15.0,,,,,,
2010-04-24,19.4,8.9,24.0,0.0,,,,,,
2010-04-25,21.1,11.5,26.3,0.0,,,,,,
2010-04-26,20.9,12.0,25.9,0.0,,,,,,
2010-04-27,20.6,12.0,28.7,0.0,,,,,,
2010-04-28,21.3,11.6,26.4,1.0,,,,,,
2010-04-29,23.6,12.5,28.1,0.0,,,,,,
2010-04-30,25.3,14.2,30.1,0.0,,,,,,
2010-05-01,27.1,18.5,31.5,0.0,,,,,,
2010-05-02,23.7,16.0,28.1,0.0,,,,,,
2010-05-03,21.9,15.0,26.4,0.0,,,,,,
2010-05-04,16.2,9.5,21.0,7.1,,,,,,
2010-05-05,13.7,4.5,17.5,0.0,,,,,,
2010-05-06,16.4,4.5,22.5,0.0,,,,,,
2010-05-09,24.6,13.5,30.3,0.0,,,,,,
2010-05-10,29.2,15.7,35.7,0.0,,,,,,
2010-05-11,25.2,15.1,29.8,0.0,,,,,,
2010-05-12,24.2,15.0,28.5,0.0,,,,,,
2010-05-13,21.1,11.5,25.6,0.0,,,,,,
2010-05-14,15.2,,17.0,0.0,,,,,,
2010-05-15,16.8,6.0,23.0,0.0,,,,,,
2010-05-16,19.3,7.5,24.1,0.0,,,,,,
2010-05-18,23.3,13.0,29.1,0.0,,,,,,
2010-05-19,24.7,12.8,30.0,0.0,,,,,,
2010-05-20,20.9,13.0,25.2,0.0,,,,,,
2010-05-21,22.9,11.5,28.7,0.0,,,,,,
2010-05-23,21.1,16.5,26.0,0.5,,,,,,
2010-05-24,22.9,14.3,27.0,5.1,,,,,,
2010-05-25,24.1,12.3,28.7,0.0,,,,,,
2010-05-26,26.0,16.5,31.1,0.0,,,,,,
2010-05-27,24.8,,30.0,0.0,,,,,,
2010-05-28,21.3,16.4,25.9,4.1,,,,,,
2010-05-29,22.3,15.2,26.0,4.1,,,,,,
2010-05-30,22.9,15.5,27.6,0.0,,,,,,
2010-05-31,26.2,13.5,32.1,0.0,,,,,,
2010-06-01,28.4,17.1,34.2,0.0,,,,,,
2021-12-14,8.6,1.4,14.2,0.0,,,,,,
2021-12-19,8.7,2.3,15.3,0.0,,,,,,
2022-01-03,13.5,8.5,19.8,0.0,,,5.0,,1027.7,
2022-01-04,13.8,8.5,21.7,0.0,,,9.8,,1021.4,
2022-01-05,12.6,8.1,18.3,0.0,,,16.2,,1015.5,
2022-01-06,8.8,2.1,14.0,0.1,,,11.0,,1015.4,
2022-01-07,8.3,2.8,14.9,0.0,,,18.0,,1021.2,
2022-01-08,8.8,2.3,16.7,0.0,,,17.7,,1025.0,
2022-01-09,10.0,2.3,18.6,0.0,,,14.6,,1020.2,
2022-01-10,14.0,8.3,20.1,0.0,,,25.2,,1013.0,
2022-01-11,12.4,8.8,16.1,0.0,,,22.2,,1019.0,
2022-01-12,9.4,3.3,16.8,0.0,,,15.2,,1025.3,
2022-01-13,10.3,4.8,16.8,0.0,,,16.2,,1028.7,
2022-01-14,10.2,3.6,15.9,0.0,,,10.0,,1030.8,
2022-01-15,8.7,3.2,15.1,0.0,,,6.0,,1028.8,
2022-01-16,8.2,1.7,15.8,0.0,,,7.6,,1029.3,
2022-01-17,7.8,1.9,15.0,0.0,,,8.4,,1031.9,
2022-01-18,8.3,2.7,14.8,0.0,,,5.3,,1032.9,
2022-01-19,8.8,3.9,15.8,0.0,,,6.1,,1031.7,
2022-01-20,6.1,0.1,14.3,0.0,,,6.1,,1027.1,
2022-01-21,8.4,3.0,15.2,0.0,,,6.4,,1024.2,
2022-01-22,9.3,3.4,15.9,0.0,,,10.8,,1027.6,
2022-01-23,9.3,3.3,14.9,0.0,,,13.7,,1028.0,
2022-01-24,10.1,6.5,14.7,0.0,,,12.4,,1028.0,
2022-01-25,10.7,4.9,17.6,0.0,,,7.9,,1029.7,
2022-01-26,10.4,4.8,15.8,0.0,,,9.5,,1031.7,
2022-01-27,9.4,4.0,15.4,0.0,,,5.5,,1030.3,
2022-01-28,9.3,4.2,16.0,0.0,,,6.1,,1030.6,
2022-01-29,9.2,1.5,18.0,0.0,,,9.7,,1030.9,
2022-01-30,9.5,3.4,15.6,0.0,,,4.4,,1030.5,
2022-01-31,10.7,4.9,19.9,0.0,,,7.4,,1023.3,
2022-02-01,10.1,5.6,14.4,0.0,,,24.4,,1019.9,
2022-02-02,15.0,11.0,21.7,0.0,,,22.0,,1023.4,
2022-02-03,14.2,6.5,21.8,0.0,,,11.0,,1025.2,
2022-02-04,15.1,9.0,21.4,0.0,,,11.4,,1024.8,
2022-02-05,14.7,9.0,20.8,0.0,,,6.0,,1022.2,
2022-02-06,14.6,8.7,20.1,0.0,,,7.7,,1023.8,
2022-02-07,13.8,7.6,20.8,0.0,,,11.4,,1025.4,
2022-02-08,13.9,8.6,19.7,0.0,,,10.9,,1028.4,
2022-02-09,10.8,6.3,15.0,0.0,,,13.6,,1032.5,
2022-02-10,10.1,4.1,15.9,0.0,,,7.4,,1030.3,
2022-02-11,10.6,4.5,16.8,0.0,,,6.0,,1024.9,
2022-02-12,12.9,7.4,18.7,0.0,,,10.4,,1023.5,
2022-02-13,12.5,7.6,17.3,0.0,,,9.5,,1023.8,
2022-02-14,12.6,6.6,19.3,0.0,,,6.1,,1020.3,
2022-02-15,13.2,6.0,19.9,0.0,,,14.3,,1022.5,
2022-02-16,11.6,4.2,19.6,0.0,,,9.8,,1026.3,
2022-02-17,14.4,5.6,23.3,0.0,,,11.4,,1023.8,
2022-02-18,16.1,7.9,24.2,0.0,,,9.0,,1022.2,
2022-02-19,17.8,13.4,22.5,0.0,,,13.9,,1019.0,
2022-02-20,17.4,11.8,23.3,0.0,,,15.0,,1023.0,
2022-02-21,15.3,7.4,23.3,0.0,,,11.1,,1024.8,
2022-02-22,13.9,8.8,20.2,0.0,,,20.2,,1024.1,
2022-02-23,13.6,5.2,21.0,0.0,,,10.8,,1026.4,
2022-02-24,15.6,9.8,20.4,0.0,,,14.5,,1024.0,
2022-02-25,17.3,10.7,23.8,0.0,,,9.7,,1020.2,
2022-02-26,17.8,11.1,24.8,0.0,,,9.1,,1019.1,
2022-02-27,16.2,12.6,19.7,2.2,,,11.4,,1019.6,
2022-02-28,11.7,6.9,14.4,18.4,,,19.4,,1021.3,
2022-03-01,9.9,4.3,16.5,0.0,,,16.2,,1026.3,
2022-03-02,9.6,3.7,15.6,0.0,,,7.7,,1026.6,
2022-03-03,11.2,5.6,16.9,0.0,,,7.8,,1019.4,
2022-03-04,11.4,7.7,14.8,2.1,,,8.5,,1013.2,
2022-03-05,12.7,8.5,18.3,8.2,,,16.2,,1013.8,
2022-03-06,10.3,7.7,13.3,2.7,,,11.3,,1014.8,
2022-03-07,11.0,6.2,17.3,0.1,,,6.6,,1013.6,
2022-03-08,11.1,5.1,17.2,0.1,,,8.6,,1017.7,
2022-03-09,12.1,7.7,17.9,0.0,,,6.1,,1022.5,
2022-03-10,13.2,8.9,17.3,0.0,,,14.6,,1024.2,
2022-03-11,14.9,9.5,20.0,0.0,,,14.6,,1020.6,
2022-03-12,16.3,13.2,18.6,0.7,,,20.1,,1017.0,
2022-03-13,15.6,9.3,20.9,0.0,,,4.2,,1018.4,
2022-03-14,20.2,14.5,25.1,0.0,,,27.0,,1019.1,
2022-03-15,21.8,18.3,25.6,0.0,,,41.2,,1020.6,
2022-03-16,18.3,14.8,21.5,0.0,,,38.0,,1013.7,
2022-03-17,17.8,9.2,23.3,0.0,,,14.9,,1009.2,
2022-03-18,15.9,11.6,21.3,3.8,,,8.8,,1013.0,
2022-03-19,15.0,9.3,21.3,0.2,,,11.4,,1015.5,
2022-03-20,15.7,9.3,21.0,0.1,,,13.6,,1020.7,
2022-03-21,14.6,9.9,18.0,0.0,,,16.4,,1025.7,
2022-03-22,13.7,12.2,15.0,0.7,,,20.2,,1024.9,
2022-03-23,14.2,11.6,18.0,2.6,,,19.6,,1024.6,
2022-03-24,15.1,8.8,20.3,0.2,,,19.6,,1023.0,
2022-03-25,17.3,11.7,23.0,0.0,,,24.6,,1016.5,
2022-03-26,17.2,9.4,25.3,0.6,,,7.5,,1012.4,
2022-03-27,17.5,10.3,23.8,0.6,,,15.0,,1019.0,
2022-03-28,18.8,10.0,26.4,0.0,,,9.4,,1021.5,
2022-03-29,19.5,16.4,23.8,5.3,,,20.0,,1013.8,
2022-03-30,19.3,15.1,25.1,4.9,,,10.8,,1002.4,
2022-03-31,16.8,12.2,21.4,0.3,,,25.5,,1003.4,
2022-04-01,14.9,9.5,20.6,0.5,,,19.0,,1009.6,
2022-04-02,13.8,7.8,19.0,0.0,,,15.8,,1014.9,
2022-04-03,15.8,9.5,21.9,0.0,,,13.9,,1011.6,
2022-04-04,18.8,11.8,25.0,0.0,,,10.6,,1005.5,
2022-04-05,21.3,14.6,26.9,0.0,,,20.9,,1006.0,
2022-04-06,18.8,13.5,23.7,0.0,,,25.1,,1011.4,
2022-04-07,17.4,10.2,24.4,0.0,,,14.4,,1020.0,
2022-04-08,20.0,11.7,26.5,0.0,,,7.3,,1019.4,
2022-04-09,20.6,12.2,27.7,0.0,,,14.1,,1016.2,
2022-04-10,21.5,14.9,27.0,0.0,,,15.3,,1017.6,
2022-04-11,21.5,15.8,26.3,0.0,,,22.1,,1017.9,
2022-04-12,23.0,15.8,29.3,0.0,,,20.0,,1011.6,
2022-04-13,20.2,15.1,27.2,7.5,,,15.4,,1006.0,
