date,tmin,tmax
2019-03-06,6.8,27.0
2019-03-07,11.6,21.0
2019-03-08,7.8,18.0
2019-03-09,10.0,19.0
2019-03-10,6.0,20.0
2019-03-11,6.5,18.0
2019-03-12,7.0,17.0
2019-03-13,6.4,24.5
2019-03-14,11.0,17.0
2019-03-15,9.3,20.0
2019-03-16,5.5,19.0
2019-03-17,5.9,28.0
2019-03-18,7.3,17.0
2019-03-19,7.3,16.0
2019-03-20,9.5,13.0
2019-03-21,9.8,14.0
2019-03-22,8.8,15.2
2019-03-23,8.3,17.0
2019-03-24,8.0,21.0
2019-03-25,8.0,21.0
2019-03-26,8.5,19.0
2019-03-27,8.5,16.0
2019-03-28,8.9,16.0
2019-03-29,7.0,17.0
2019-03-30,5.8,20.0
2019-03-31,9.7,21.0
2019-04-01,12.0,19.0
2019-04-02,8.3,21.0
2019-04-03,11.0,22.0
2019-04-04,11.2,21.4
2019-04-05,10.0,15.7
2019-04-06,7.0,14.7
2019-04-07,5.9,15.9
2019-04-08,5.9,19.2
2019-04-09,9.5,22.0
2019-04-10,9.3,21.0
2019-04-11,8.4,16.3
2019-04-12,7.4,15.9
2019-04-13,7.8,18.0
2019-04-14,6.5,22.0
2019-04-15,11.8,19.0
2019-04-16,8.6,25.0
2019-04-17,8.9,19.0
2019-04-18,12.2,20.2
2019-04-19,15.0,24.1
2019-04-20,16.0,24.0
2019-04-21,13.6,21.0
2019-04-22,14.0,20.9
2019-04-23,10.9,23.0
2019-04-24,10.3,22.0
2019-04-25,12.3,22.0
2019-04-26,12.9,24.0
2019-04-27,11.0,19.7
2019-04-28,8.0,20.0
2019-04-29,8.6,19.0
2019-04-30,7.9,18.2
2019-05-01,6.7,20.1
2019-05-02,6.2,20.6
2019-05-03,15.0,19.0
2019-05-04,13.0,18.0
2019-05-05,10.0,21.2
2019-05-06,8.0,19.0
2019-05-07,6.7,18.4
2019-05-08,8.8,30.0
2019-05-09,14.4,27.0
2019-05-10,14.8,25.9
2019-05-11,13.3,24.0
2019-05-12,15.9,22.0
2019-05-13,13.0,20.0
2019-05-14,13.4,18.2
2019-05-15,11.0,25.0
2019-05-16,9.8,19.0
2019-05-17,8.9,31.0
2019-05-18,13.3,23.0
2019-05-19,12.8,22.1
2019-05-20,9.8,22.0
2019-05-21,9.0,26.0
2019-05-22,14.0,24.0
2019-05-23,10.0,24.0
2019-05-24,10.9,23.0
2019-05-25,16.0,18.0
2019-05-26,14.8,19.0
2019-05-27,14.9,22.0
2019-05-28,10.9,24.0
2019-05-29,15.0,21.5
2019-05-30,12.0,23.0
2019-05-31,10.0,21.2
2019-06-01,12.0,22.0
2019-06-02,11.5,25.0
2019-06-03,10.7,26.0
2019-06-04,13.0,27.0
2019-06-05,16.0,34.0
2019-06-06,18.9,24.0
2019-06-07,15.8,40.0
2019-06-08,16.1,28.0
2019-06-09,17.6,36.0
2019-06-10,17.4,25.1
2019-06-11,16.7,24.4
2019-06-12,15.6,25.0
2019-06-13,15.9,27.0
2019-06-14,15.0,30.0
2019-06-15,17.0,28.0
2019-06-16,16.0,26.5
2019-06-17,18.0,25.1
2019-06-18,13.7,28.0
2019-06-19,16.5,27.5
2019-06-20,17.8,30.0
2019-06-21,18.5,30.0
2019-06-22,17.7,27.0
2019-06-23,18.6,27.0
2019-06-24,17.7,28.0
2019-06-25,18.5,33.0
2019-06-26,18.1,29.0
2019-06-27,18.7,30.0
2019-06-28,18.5,33.0
2019-06-29,16.8,34.0
2019-06-30,18.8,32.0
2019-07-01,18.8,30.0
2019-07-02,18.9,31.0
2019-07-03,20.0,32.0
2019-07-04,20.8,32.0
2019-07-05,20.8,33.0
2019-07-06,20.0,35.7
2019-07-07,22.7,37.0
2019-07-08,24.5,36.0
2019-07-09,23.0,34.1
2019-07-10,18.8,31.0
2019-07-11,19.0,29.0
2019-07-12,16.4,33.2
2019-07-13,17.3,33.0
2019-07-14,19.8,31.2
2019-07-15,22.0,31.0
2019-07-16,21.0,29.4
2019-07-17,16.9,28.0
2019-07-18,18.7,29.0
2019-07-19,17.1,31.0
2019-07-20,18.5,30.1
2019-07-21,20.5,30.0
2019-07-22,21.1,31.0
2019-07-23,19.5,33.0
2019-07-24,18.9,32.5
2019-07-25,19.6,31.1
2019-07-26,20.5,34.0
2019-07-27,21.4,32.0
2019-07-28,20.3,33.0
2019-07-29,18.8,29.0
2019-07-30,19.0,28.8
2019-07-31,19.8,29.1
2019-08-01,22.9,36.0
2019-08-02,26.7,39.0
2019-08-03,23.2,31.0
2019-08-04,22.4,32.0
2019-08-05,21.2,34.0
2019-08-06,22.2,40.0
2019-08-07,23.8,37.4
2019-08-08,23.5,32.5
2019-08-09,21.6,31.4
2019-08-10,20.0,34.0
2019-08-11,18.9,35.9
2019-08-12,22.2,33.0
2019-08-13,23.0,31.0
2019-08-14,20.4,28.3
2019-08-15,18.2,30.0
2019-08-16,17.7,29.0
2019-08-17,18.6,30.0
2019-08-18,19.0,31.3
2019-08-19,22.2,31.0
2019-08-20,22.1,31.0
2019-08-21,23.1,30.9
2019-08-22,22.0,30.3
2019-08-23,22.7,30.1
2019-08-24,21.4,29.0
2019-08-25,23.3,30.0
2019-08-26,23.1,31.0
2019-08-27,23.6,32.0
2019-08-28,22.3,30.0
2019-08-29,21.6,30.0
2019-08-30,20.8,29.1
2019-08-31,21.8,29.0
2019-09-01,20.0,23.0
2019-09-02,20.4,29.0
2019-09-03,20.1,28.0
2019-09-04,18.2,28.3
2019-09-05,19.6,29.0
2019-09-06,18.8,27.0
2019-09-07,17.2,26.0
2019-09-08,16.3,26.0
2019-09-09,17.7,26.0
2019-09-10,17.6,29.9
2019-09-11,18.8,24.0
2019-09-12,17.8,28.0
2019-09-13,20.8,30.0
2019-09-14,21.3,28.5
2019-09-15,22.7,29.0
2019-09-16,21.0,29.0
2019-09-17,21.4,28.0
2019-09-18,21.4,30.3
2019-09-19,20.5,28.0
2019-09-20,21.5,27.0
2019-09-21,21.8,35.0
2019-09-22,21.7,29.3
2019-09-23,22.0,28.3
2019-09-24,21.0,28.0
2019-09-25,16.0,27.0
2019-09-26,16.6,27.0
2019-09-27,15.9,26.0
2019-09-28,15.9,26.2
2019-09-29,15.8,27.0
2019-09-30,13.8,28.2
2019-10-01,13.5,30.0
2019-10-02,15.4,29.0
2019-10-03,16.4,25.0
2019-10-04,15.0,25.0
2019-10-05,13.2,27.0
2019-10-06,14.8,26.0
2019-10-07,16.4,22.0
2019-10-08,16.0,24.0
2019-10-09,12.7,24.2
2019-10-10,14.4,24.1
2019-10-11,15.0,25.0
2019-10-12,13.3,29.0
2019-10-13,17.3,31.0
2019-10-14,17.2,32.3
2019-10-15,18.4,27.0
2019-10-16,17.0,25.0
2019-10-17,12.2,26.0
2019-10-18,14.2,25.0
2019-10-19,13.5,33.0
2019-10-20,19.5,34.0
2019-10-21,16.0,26.2
2019-10-22,16.2,34.0
2019-10-23,18.0,28.0
2019-10-24,16.0,23.0
2019-10-25,14.4,21.0
2019-10-26,14.5,21.0
2019-10-27,12.9,21.4
2019-10-28,13.0,22.3
2019-10-29,13.6,24.4
2019-10-30,13.0,23.0
2019-10-31,13.4,25.0
2019-11-01,16.0,23.0
2019-11-02,13.9,26.0
2019-11-03,14.7,25.3
2019-11-04,16.0,25.0
2019-11-05,13.0,25.4
2019-11-06,13.0,19.3
2019-11-07,11.6,22.0
2019-11-08,9.3,20.4
2019-11-09,8.9,13.0
2019-11-10,8.2,16.0
2019-11-11,8.6,15.0
2019-11-12,7.8,16.0
2019-11-13,9.4,18.3
2019-11-14,12.6,21.3
2019-11-15,12.0,19.0
2019-11-16,8.7,14.0
2019-11-17,8.6,17.0
2019-11-18,7.4,20.0
2019-11-19,10.0,14.0
2019-11-20,5.2,19.1
2019-11-21,8.0,20.0
2019-11-22,9.0,21.7
2019-11-23,11.5,17.8
2019-11-24,10.0,16.0
2019-11-25,10.2,17.0
2019-11-26,12.0,19.7
2019-11-27,9.6,23.0
2019-11-28,10.9,21.0
2019-11-29,8.8,22.0
2019-11-30,9.2,19.8
2019-12-01,8.0,25.0
2019-12-02,9.5,20.0
2019-12-03,9.4,17.6
2019-12-04,10.0,18.3
2019-12-05,8.0,20.0
2019-12-06,7.1,21.7
2019-12-07,5.6,18.0
2019-12-08,6.5,17.1
2019-12-09,11.0,16.0
2019-12-10,9.0,14.0
2019-12-11,8.0,17.0
2019-12-12,9.9,15.0
2019-12-13,8.3,19.0
2019-12-14,12.8,20.3
2019-12-15,7.2,19.3
2019-12-16,7.4,25.3
2019-12-17,13.0,20.0
2019-12-18,12.0,15.0
2019-12-19,9.0,18.0
2019-12-20,5.9,21.6
2019-12-21,14.8,23.0
2019-12-22,13.8,20.2
2019-12-23,11.4,18.3
2019-12-24,11.0,20.0
2019-12-25,8.9,20.6
2019-12-26,6.8,20.1
2019-12-27,10.3,19.0
2019-12-28,12.0,17.0
2019-12-29,6.0,14.1
2019-12-30,6.0,14.1
2019-12-31,6.0,15.0
2020-01-01,5.0,15.0
2020-01-02,7.0,17.0
2020-01-03,3.7,15.1
2020-01-04,5.9,15.0
2020-01-05,10.0,13.2
2020-01-06,8.0,16.0
2020-01-07,5.6,17.0
2020-01-08,10.0,13.0
2020-01-09,7.0,15.4
2020-01-10,4.3,17.0
2020-01-11,8.7,14.0
2020-01-12,8.0,16.0
2020-01-13,8.0,15.2
2020-01-14,5.0,17.0
2020-01-15,5.0,17.0
2020-01-16,3.8,17.0
2020-01-17,2.9,16.0
2020-01-18,7.0,17.0
2020-01-19,4.7,17.1
2020-01-20,10.0,16.7
2020-01-21,12.6,21.0
2020-01-22,8.3,21.0
2020-01-23,7.6,20.6
2020-01-24,5.6,20.0
2020-01-25,5.6,20.0
2020-01-26,8.7,18.3
2020-01-27,9.0,18.1
2020-01-28,5.9,19.0
2020-01-29,8.0,21.0
2020-01-30,8.0,19.4
2020-01-31,9.0,18.8
2020-02-01,11.3,21.0
2020-02-02,11.6,22.0
2020-02-03,10.9,22.5
2020-02-04,9.0,23.0
2020-02-05,11.6,15.5
2020-02-06,4.5,16.0
2020-02-07,0.3,17.2
2020-02-08,5.4,18.5
2020-02-09,6.9,19.9
2020-02-10,6.6,21.6
2020-02-11,6.8,23.5
2020-02-12,5.8,18.0
2020-02-13,6.5,19.0
2020-02-14,9.0,18.0
2020-02-15,9.0,18.0
2020-02-16,4.3,17.0
2020-02-17,5.5,20.0
2020-02-18,7.0,16.0
2020-02-19,6.0,16.0
2020-02-20,6.8,19.0
2020-02-21,2.9,16.6
2020-02-22,6.7,17.0
2020-02-23,5.8,19.3
2020-02-24,4.4,19.1
2020-02-25,3.6,22.9
2020-02-26,7.5,19.5
2020-02-27,10.0,18.7
2020-02-28,7.3,21.0
2020-02-29,5.9,27.0
2020-03-01,7.0,22.0
2020-03-02,7.3,23.1
2020-03-03,9.2,17.0
2020-03-04,11.7,18.0
2020-03-05,9.0,23.6
2020-03-06,9.5,19.1
2020-03-07,7.7,11.0
2020-03-08,8.0,15.4
2020-03-09,6.8,20.0
2020-03-10,9.0,16.1
2020-03-11,10.6,18.0
2020-03-12,6.0,24.6
2020-03-13,9.9,26.0
2020-03-14,9.1,20.0
2020-03-15,7.7,18.0
2020-03-16,8.7,19.0
2020-03-17,11.0,20.0
2020-03-18,11.0,18.0
2020-03-19,10.7,18.0
2020-03-20,8.0,22.0
2020-03-21,13.2,17.0
2020-03-22,12.0,17.4
2020-03-23,7.6,18.0
2020-03-24,10.0,14.0
2020-03-25,6.0,12.0
2020-03-26,5.0,15.0
2020-03-27,7.8,16.3
2020-03-28,4.4,16.5
2020-03-29,7.0,17.0
2020-03-30,9.9,18.0
2020-03-31,6.0,22.0
2020-04-01,11.0,17.0
2020-04-02,10.0,17.0
2020-04-03,8.5,16.0
2020-04-04,9.0,16.5
2020-04-05,5.8,17.4
2020-04-06,3.9,17.3
2020-04-07,4.4,18.3
2020-04-08,7.4,18.0
2020-04-09,6.9,19.0
2020-04-10,7.8,19.0
2020-04-11,7.8,21.0
2020-04-12,7.9,22.0
2020-04-13,11.9,27.0
2020-04-14,12.7,23.0
2020-04-15,12.7,20.0
2020-04-16,14.0,22.5
2020-04-17,12.7,29.0
2020-04-18,16.0,21.4
2020-04-19,14.5,24.0
2020-04-20,15.0,18.0
2020-04-21,13.9,23.2
2020-04-22,12.2,22.0
2020-04-23,12.2,19.0
2020-04-24,11.5,20.0
2020-04-25,11.0,24.0
2020-04-26,14.5,21.1
2020-04-27,14.0,23.0
2020-04-28,13.8,25.0
2020-04-29,14.0,22.0
2020-04-30,11.5,24.0
2020-05-01,11.5,25.0
2020-05-02,13.1,28.0
2020-05-03,14.6,25.0
2020-05-04,11.9,24.7
2020-05-05,13.0,27.1
2020-05-06,15.0,25.0
2020-05-07,15.0,23.0
2020-05-08,15.0,28.0
2020-05-09,17.0,27.0
2020-05-10,14.2,26.0
2020-05-11,15.0,25.0
2020-05-12,11.5,28.0
2020-05-13,17.0,24.0
2020-05-14,13.8,29.0
2020-05-15,14.0,23.2
2020-05-16,16.0,23.0
2020-05-17,14.0,23.0
2020-05-18,15.7,21.0
2020-05-19,13.0,25.1
2020-05-20,15.7,29.0
2020-05-21,13.0,27.1
2020-05-22,13.4,25.5
2020-05-23,14.5,25.1
2020-05-24,12.0,27.2
2020-05-25,12.7,24.0
2020-05-26,12.7,24.0
2020-05-27,14.1,24.4
2020-05-28,10.8,24.1
2020-05-29,14.4,24.0
2020-05-30,14.6,24.0
2020-05-31,13.0,24.0
2020-06-01,13.6,26.0
2020-06-02,13.0,25.0
2020-06-03,13.0,25.5
2020-06-04,14.5,30.0
2020-06-05,18.0,28.0
2020-06-06,13.0,26.0
2020-06-07,16.4,33.0
2020-06-08,16.4,27.2
2020-06-09,16.4,25.0
2020-06-10,13.9,25.0
2020-06-11,11.8,28.0
2020-06-12,14.7,30.0
2020-06-13,17.0,28.0
2020-06-14,14.1,26.0
2020-06-15,14.0,27.0
2020-06-16,13.2,27.0
2020-06-17,15.2,27.0
2020-06-18,15.7,26.0
2020-06-19,18.0,27.5
2020-06-20,15.9,27.0
2020-06-21,15.7,29.0
2020-06-22,19.0,30.2
2020-06-23,16.9,27.3
2020-06-24,16.8,32.0
2020-06-25,18.6,30.0
2020-06-26,18.6,28.0
2020-06-27,22.0,30.0
2020-06-28,18.5,28.2
2020-06-29,18.7,28.0
2020-06-30,16.3,30.0
2020-07-01,16.3,34.9
2020-07-02,18.1,30.4
2020-07-03,17.7,29.0
2020-07-04,17.5,28.7
2020-07-05,17.5,28.0
2020-07-06,18.5,31.0
2020-07-07,20.6,31.8
2020-07-08,17.0,28.0
2020-07-09,17.0,31.0
2020-07-10,17.0,29.1
2020-07-11,19.0,31.0
2020-07-12,21.6,30.2
2020-07-13,19.0,32.4
2020-07-14,20.0,29.1
2020-07-15,20.4,29.0
2020-07-16,18.4,28.0
2020-07-17,17.8,28.1
2020-07-18,18.2,29.0
2020-07-19,18.5,29.0
2020-07-20,16.5,30.0
2020-07-21,18.2,32.0
2020-07-22,17.8,32.0
2020-07-23,18.4,31.2
2020-07-24,21.4,30.6
2020-07-25,20.7,31.0
2020-07-26,18.4,31.0
2020-07-27,19.0,33.0
2020-07-28,20.1,34.0
2020-07-29,19.1,34.0
2020-07-30,19.6,38.0
2020-07-31,18.9,41.0
2020-08-01,22.4,36.1
2020-08-02,18.7,38.0
2020-08-03,21.3,30.6
2020-08-04,23.0,29.0
2020-08-05,18.7,29.0
2020-08-06,18.5,29.9
2020-08-07,18.0,29.0
2020-08-08,17.3,31.0
2020-08-09,19.7,30.3
2020-08-10,17.4,31.0
2020-08-11,20.2,35.3
2020-08-12,21.3,36.3
2020-08-13,21.5,38.7
2020-08-14,23.0,35.8
2020-08-15,22.9,35.0
2020-08-16,22.2,33.0
2020-08-17,21.4,30.0
2020-08-18,20.4,30.0
2020-08-19,20.0,31.0
2020-08-20,19.9,32.0
2020-08-21,22.7,33.0
2020-08-22,23.4,33.6
2020-08-23,23.8,31.0
2020-08-24,20.8,30.0
2020-08-25,20.0,30.4
2020-08-26,17.3,30.0
2020-08-27,18.7,30.0
2020-08-28,19.3,32.0
2020-08-29,22.6,40.0
2020-08-30,22.9,31.3
2020-08-31,20.0,27.0
2020-09-01,17.7,27.3
2020-09-02,21.0,28.0
2020-09-03,17.5,27.5
2020-09-04,17.0,27.1
2020-09-05,18.7,28.3
2020-09-06,21.0,28.0
2020-09-07,18.5,28.0
2020-09-08,19.7,27.0
2020-09-09,19.2,29.7
2020-09-10,21.0,27.1
2020-09-11,18.0,28.0
2020-09-12,19.9,27.2
2020-09-13,20.0,27.0
2020-09-14,19.0,28.0
2020-09-15,19.7,28.0
2020-09-16,18.5,29.0
2020-09-17,18.0,29.0
2020-09-18,16.4,28.4
2020-09-19,21.3,34.3
2020-09-20,23.0,29.0
2020-09-21,21.0,27.0
2020-09-22,21.0,27.6
2020-09-23,20.0,29.0
2020-09-24,17.6,32.0
2020-09-25,19.0,30.5
2020-09-26,17.0,24.0
2020-09-27,12.2,26.0
2020-09-28,11.9,26.0
2020-09-29,12.0,26.1
2020-09-30,13.9,26.0
2020-10-01,17.0,26.0
2020-10-02,13.2,33.5
2020-10-03,17.0,23.1
2020-10-04,12.5,25.3
2020-10-05,14.8,24.0
2020-10-06,15.0,24.0
2020-10-07,13.1,26.0
2020-10-08,17.0,26.0
2020-10-09,13.7,25.0
2020-10-10,13.1,24.3
2020-10-11,14.8,26.5
2020-10-12,12.0,18.7
2020-10-13,13.0,23.0
2020-10-14,9.0,27.4
2020-10-15,13.6,22.6
2020-10-16,10.7,20.0
2020-10-17,9.0,23.0
2020-10-18,10.0,23.0
2020-10-19,9.8,22.0
2020-10-20,8.6,27.0
2020-10-21,13.3,29.4
2020-10-22,12.5,30.4
2020-10-23,16.1,28.0
2020-10-24,15.9,24.0
2020-10-25,13.0,24.0
2020-10-26,8.0,28.0
2020-10-27,12.0,19.0
2020-10-28,11.7,21.0
2020-10-29,12.4,23.1
2020-10-30,11.2,22.2
2020-10-31,9.8,23.0
2020-11-01,11.6,21.3
2020-11-02,10.0,22.0
2020-11-03,11.6,24.0
2020-11-04,12.1,22.0
2020-11-05,11.9,22.0
2020-11-06,12.6,23.0
2020-11-07,11.0,25.0
2020-11-08,11.5,24.2
2020-11-09,11.7,30.1
2020-11-10,13.0,23.0
2020-11-11,14.6,23.0
2020-11-12,10.7,25.0
2020-11-13,12.2,27.0
2020-11-14,13.5,26.5
2020-11-15,10.9,23.3
2020-11-16,13.5,26.0
2020-11-17,14.6,20.1
2020-11-18,13.0,20.5
2020-11-19,12.2,21.0
2020-11-20,12.9,19.0
2020-11-21,11.4,17.1
2020-11-22,12.0,16.0
2020-11-23,11.7,16.8
2020-11-24,11.0,17.0
2020-11-25,7.9,22.0
2020-11-26,8.7,21.6
2020-11-27,8.8,19.5
2020-11-28,11.4,19.0
2020-11-29,11.4,19.1
2020-11-30,12.4,19.1
2020-12-01,9.1,20.0
2020-12-02,9.2,18.4
2020-12-03,8.0,14.5
2020-12-04,5.4,19.0
2020-12-05,9.0,17.3
2020-12-06,7.3,13.0
2020-12-07,5.9,17.0
2020-12-08,10.3,18.0
2020-12-09,7.8,13.0
2020-12-10,6.9,14.0
2020-12-11,10.3,17.0
2020-12-12,12.4,19.0
2020-12-13,11.0,17.0
2020-12-14,8.0,18.0
2020-12-15,9.3,19.3
2020-12-16,10.0,20.1
2020-12-17,9.5,19.0
2020-12-18,7.6,17.0
2020-12-19,11.2,17.0
2020-12-20,10.2,17.0
2020-12-21,12.8,17.0
2020-12-22,10.0,17.1
2020-12-23,6.4,21.0
2020-12-24,9.0,21.0
2020-12-25,6.9,18.0
2020-12-26,7.0,11.0
2020-12-27,6.0,13.0
2020-12-28,4.3,20.0
2020-12-29,10.0,18.0
2020-12-30,6.6,13.0
2020-12-31,5.0,15.5
2021-01-01,3.0,17.0
2021-01-02,6.0,15.0
2021-01-03,3.1,13.0
2021-01-04,4.1,15.0
2021-01-05,3.0,15.2
2021-01-06,3.4,12.4
2021-01-07,4.9,23.0
2021-01-08,6.6,18.7
2021-01-09,12.3,21.1
2021-01-10,11.0,16.0
2021-01-11,7.9,17.0
2021-01-12,7.9,13.0
2021-01-13,8.6,16.0
2021-01-14,7.9,16.0
2021-01-15,9.0,16.0
2021-01-16,8.8,13.6
2021-01-17,8.0,16.0
2021-01-18,7.0,15.0
2021-01-19,4.0,15.0
2021-01-20,5.5,21.1
2021-01-21,10.0,18.2
2021-01-22,6.9,22.4
2021-01-23,7.8,17.0
2021-01-24,6.9,19.3
2021-01-25,9.0,19.2
2021-01-26,8.0,15.1
2021-01-27,4.9,18.0
2021-01-28,12.0,21.0
2021-01-29,10.9,25.0
2021-01-30,10.0,24.0
2021-01-31,11.0,16.0
2021-02-01,9.6,19.0
2021-02-02,11.9,20.0
2021-02-03,7.5,25.2
2021-02-04,8.7,26.0
2021-02-05,12.5,27.0
2021-02-06,12.3,28.0
